date,price
2006- 03- 21,968.40
2006- 03- 22,973.60
2006- 03- 23,975.50
2006- 03- 24,979.50
2006- 03- 27,975.65
2006- 03- 28,976.80
2006- 03- 29,975.20
2006- 03- 30,976.05
2006- 03- 31,971.60
2006- 04- 03,970.75
2006- 04- 04,963.15
2006- 04- 05,957.40
2006- 04- 06,953.50
2006- 04- 07,953.30
2006- 04- 10,953.65
2006- 04- 11,954.80
2006- 04- 12,960.35
2006- 04- 13,961.60
2006- 04- 14,958.50
2006- 04- 17,955.75
2006- 04- 18,953.80
2006- 04- 19,945.50
2006- 04- 20,948.55
2006- 04- 21,948.50
2006- 04- 24,939.70
2006- 04- 25,945.10
2006- 04- 26,946.50
2006- 04- 27,944.90
2006- 04- 28,943.20
2006- 05- 01,943.20
2006- 05- 02,940.15
2006- 05- 03,934.25
2006- 05- 04,939.60
2006- 05- 05,939.60
2006- 05- 08,927.80
2006- 05- 09,931.95
2006- 05- 10,929.10
2006- 05- 11,935.60
2006- 05- 12,932.70
2006- 05- 15,943.65
2006- 05- 16,944.95
2006- 05- 17,936.90
2006- 05- 18,947.00
2006- 05- 19,946.25
2006- 05- 22,952.35
2006- 05- 23,943.90
2006- 05- 24,949.60
2006- 05- 25,949.10
2006- 05- 26,945.50
2006- 05- 29,947.50
2006- 05- 30,945.75
2006- 05- 31,945.70
2006- 06- 01,947.20
2006- 06- 02,948.00
2006- 06- 05,942.95
2006- 06- 06,943.00
2006- 06- 07,948.20
2006- 06- 08,953.40
2006- 06- 09,954.40
2006- 06- 12,956.75
2006- 06- 13,961.60
2006- 06- 14,962.05
2006- 06- 15,959.55
2006- 06- 16,955.80
2006- 06- 19,961.20
2006- 06- 20,956.65
2006- 06- 21,955.75
2006- 06- 22,955.20
2006- 06- 23,956.05
2006- 06- 26,959.55
2006- 06- 27,958.80
2006- 06- 28,957.85
2006- 06- 29,960.60
2006- 06- 30,948.75
2006- 07- 03,944.85
2006- 07- 04,943.35
2006- 07- 05,946.80
2006- 07- 06,949.40
2006- 07- 07,947.85
2006- 07- 10,941.95
2006- 07- 11,946.75
2006- 07- 12,948.80
2006- 07- 13,949.25
2006- 07- 14,953.80
2006- 07- 17,953.90
2006- 07- 18,958.60
2006- 07- 19,957.85
2006- 07- 20,951.90
2006- 07- 21,949.90
2006- 07- 24,951.80
2006- 07- 25,952.15
2006- 07- 26,954.60
2006- 07- 27,952.25
2006- 07- 28,953.85
2006- 07- 31,955.15
2006- 08- 01,955.95
2006- 08- 02,962.25
2006- 08- 03,965.75
2006- 08- 04,964.75
2006- 08- 07,962.60
2006- 08- 08,963.65
2006- 08- 09,959.40
2006- 08- 10,957.80
2006- 08- 11,961.75
2006- 08- 14,965.70
2006- 08- 15,965.75
2006- 08- 16,965.15
2006- 08- 17,960.95
2006- 08- 18,958.55
2006- 08- 21,956.55
2006- 08- 22,956.40
2006- 08- 23,955.60
2006- 08- 24,959.20
2006- 08- 25,961.95
2006- 08- 28,964.00
2006- 08- 29,961.05
2006- 08- 30,961.25
2006- 08- 31,961.30
2006- 09- 01,960.55
2006- 09- 04,957.85
2006- 09- 05,956.65
2006- 09- 06,957.05
2006- 09- 07,956.30
2006- 09- 08,956.30
2006- 09- 11,957.50
2006- 09- 12,959.40
2006- 09- 13,959.05
2006- 09- 14,957.60
2006- 09- 15,956.35
2006- 09- 18,956.40
2006- 09- 19,952.10
2006- 09- 20,950.85
2006- 09- 21,944.20
2006- 09- 22,946.75
2006- 09- 25,944.00
2006- 09- 26,944.10
2006- 09- 27,943.65
2006- 09- 28,944.75
2006- 09- 29,946.25
2006- 10- 02,948.05
2006- 10- 03,948.00
2006- 10- 04,949.20
2006- 10- 05,949.20
2006- 10- 06,949.20
2006- 10- 09,963.80
2006- 10- 10,959.60
2006- 10- 11,958.20
2006- 10- 12,957.90
2006- 10- 13,955.10
2006- 10- 16,955.40
2006- 10- 17,954.30
2006- 10- 18,955.35
2006- 10- 19,957.25
2006- 10- 20,957.40
2006- 10- 23,959.45
2006- 10- 24,958.45
2006- 10- 25,955.80
2006- 10- 26,949.80
2006- 10- 27,947.30
2006- 10- 30,944.65
2006- 10- 31,942.25
2006- 11- 01,939.35
2006- 11- 02,938.95
2006- 11- 03,937.15
2006- 11- 06,942.30
2006- 11- 07,938.35
2006- 11- 08,935.15
2006- 11- 09,936.60
2006- 11- 10,934.05
2006- 11- 13,935.10
2006- 11- 14,937.00
2006- 11- 15,941.40
2006- 11- 16,937.60
2006- 11- 17,938.95
2006- 11- 20,935.50
2006- 11- 21,935.40
2006- 11- 22,934.00
2006- 11- 23,930.45
2006- 11- 24,932.15
2006- 11- 27,930.70
2006- 11- 28,930.85
2006- 11- 29,930.65
2006- 11- 30,929.35
2006- 12- 01,928.55
2006- 12- 04,927.50
2006- 12- 05,924.30
2006- 12- 06,916.20
2006- 12- 07,913.90
2006- 12- 08,920.20
2006- 12- 11,925.80
2006- 12- 12,922.55
2006- 12- 13,922.50
2006- 12- 14,921.25
2006- 12- 15,923.10
2006- 12- 18,927.20
2006- 12- 19,932.05
2006- 12- 20,926.00
2006- 12- 21,927.50
2006- 12- 22,928.65
2006- 12- 25,928.65
2006- 12- 26,929.85
2006- 12- 27,930.50
2006- 12- 28,929.75
2006- 12- 29,930.00
2007- 01- 01,930.00
2007- 01- 02,925.65
2007- 01- 03,926.15
2007- 01- 04,931.35
2007- 01- 05,934.45
2007- 01- 08,938.10
2007- 01- 09,938.60
2007- 01- 10,937.85
2007- 01- 11,938.95
2007- 01- 12,940.05
2007- 01- 15,938.50
2007- 01- 16,935.55
2007- 01- 17,936.90
2007- 01- 18,936.70
2007- 01- 19,936.40
2007- 01- 22,940.20
2007- 01- 23,940.25
2007- 01- 24,936.10
2007- 01- 25,936.05
2007- 01- 26,940.65
2007- 01- 29,940.40
2007- 01- 30,942.70
2007- 01- 31,941.50
2007- 02- 01,937.05
2007- 02- 02,937.25
2007- 02- 05,935.80
2007- 02- 06,933.00
2007- 02- 07,933.65
2007- 02- 08,935.05
2007- 02- 09,934.60
2007- 02- 12,937.70
2007- 02- 13,939.60
2007- 02- 14,938.45
2007- 02- 15,934.80
2007- 02- 16,936.40
2007- 02- 19,936.45
2007- 02- 20,938.40
2007- 02- 21,938.45
2007- 02- 22,938.85
2007- 02- 23,938.10
2007- 02- 26,938.75
2007- 02- 27,938.90
2007- 02- 28,941.70
2007- 03- 01,941.80
2007- 03- 02,943.00
2007- 03- 05,951.45
2007- 03- 06,947.60
2007- 03- 07,948.65
2007- 03- 08,947.90
2007- 03- 09,945.85
2007- 03- 12,943.90
2007- 03- 13,944.55
2007- 03- 14,946.20
2007- 03- 15,944.50
2007- 03- 16,944.80
2007- 03- 19,943.60
2007- 03- 20,941.65
2007- 03- 21,937.95
2007- 03- 22,937.95
2007- 03- 23,937.40
2007- 03- 26,938.50
2007- 03- 27,940.90
2007- 03- 28,940.50
2007- 03- 29,940.50
2007- 03- 30,940.85
2007- 04- 02,937.25
2007- 04- 03,936.70
2007- 04- 04,936.30
2007- 04- 05,933.05
2007- 04- 06,931.80
2007- 04- 09,933.00
2007- 04- 10,933.90
2007- 04- 11,932.25
2007- 04- 12,931.70
2007- 04- 13,929.20
2007- 04- 16,931.75
2007- 04- 17,928.80
2007- 04- 18,928.25
2007- 04- 19,928.75
2007- 04- 20,927.55
2007- 04- 23,926.40
2007- 04- 24,927.25
2007- 04- 25,926.75
2007- 04- 26,928.90
2007- 04- 27,929.10
2007- 04- 30,930.85
2007- 05- 01,930.85
2007- 05- 02,930.10
2007- 05- 03,927.00
2007- 05- 04,927.60
2007- 05- 07,922.35
2007- 05- 08,922.95
2007- 05- 09,923.55
2007- 05- 10,925.10
2007- 05- 11,926.75
2007- 05- 14,924.20
2007- 05- 15,924.35
2007- 05- 16,923.95
2007- 05- 17,928.10
2007- 05- 18,934.05
2007- 05- 21,930.20
2007- 05- 22,930.30
2007- 05- 23,931.40
2007- 05- 24,931.40
2007- 05- 25,928.30
2007- 05- 28,928.75
2007- 05- 29,927.60
2007- 05- 30,931.00
2007- 05- 31,927.75
2007- 06- 01,928.35
2007- 06- 04,927.95
2007- 06- 05,927.00
2007- 06- 06,927.05
2007- 06- 07,926.80
2007- 06- 08,931.05
2007- 06- 11,932.55
2007- 06- 12,929.50
2007- 06- 13,931.45
2007- 06- 14,929.90
2007- 06- 15,928.40
2007- 06- 18,928.35
2007- 06- 19,927.70
2007- 06- 20,927.80
2007- 06- 21,926.95
2007- 06- 22,928.10
2007- 06- 25,926.50
2007- 06- 26,926.25
2007- 06- 27,927.80
2007- 06- 28,926.80
2007- 06- 29,923.90
2007- 07- 02,921.60
2007- 07- 03,917.95
2007- 07- 04,919.85
2007- 07- 05,922.10
2007- 07- 06,919.60
2007- 07- 09,920.95
2007- 07- 10,919.90
2007- 07- 11,919.20
2007- 07- 12,918.25
2007- 07- 13,917.00
2007- 07- 16,918.20
2007- 07- 17,918.20
2007- 07- 18,916.15
2007- 07- 19,915.90
2007- 07- 20,915.05
2007- 07- 23,915.15
2007- 07- 24,914.05
2007- 07- 25,913.95
2007- 07- 26,918.30
2007- 07- 27,921.75
2007- 07- 30,923.30
2007- 07- 31,919.35
2007- 08- 01,925.20
2007- 08- 02,922.90
2007- 08- 03,922.85
2007- 08- 06,923.45
2007- 08- 07,922.90
2007- 08- 08,924.05
2007- 08- 09,923.00
2007- 08- 10,931.90
2007- 08- 13,929.50
2007- 08- 14,932.40
2007- 08- 15,932.35
2007- 08- 16,946.35
2007- 08- 17,950.45
2007- 08- 20,942.95
2007- 08- 21,943.45
2007- 08- 22,944.15
2007- 08- 23,941.65
2007- 08- 24,941.70
2007- 08- 27,938.60
2007- 08- 28,939.65
2007- 08- 29,941.95
2007- 08- 30,940.35
2007- 08- 31,938.35
2007- 09- 03,937.40
2007- 09- 04,939.10
2007- 09- 05,938.05
2007- 09- 06,939.15
2007- 09- 07,938.05
2007- 09- 10,939.50
2007- 09- 11,936.30
2007- 09- 12,932.35
2007- 09- 13,931.50
2007- 09- 14,928.35
2007- 09- 17,928.45
2007- 09- 18,930.65
2007- 09- 19,926.60
2007- 09- 20,923.05
2007- 09- 21,921.10
2007- 09- 24,921.05
2007- 09- 25,921.10
2007- 09- 26,921.00
2007- 09- 27,920.20
2007- 09- 28,915.15
2007- 10- 01,913.70
2007- 10- 02,913.80
2007- 10- 03,913.80
2007- 10- 04,916.45
2007- 10- 05,916.30
2007- 10- 08,914.60
2007- 10- 09,918.60
2007- 10- 10,916.60
2007- 10- 11,917.40
2007- 10- 12,918.30
2007- 10- 15,917.20
2007- 10- 16,917.45
2007- 10- 17,918.50
2007- 10- 18,917.70
2007- 10- 19,915.80
2007- 10- 22,917.05
2007- 10- 23,918.20
2007- 10- 24,917.90
2007- 10- 25,916.70
2007- 10- 26,909.50
2007- 10- 29,906.85
2007- 10- 30,907.00
2007- 10- 31,900.80
2007- 11- 01,903.60
2007- 11- 02,907.00
2007- 11- 05,907.85
2007- 11- 06,907.80
2007- 11- 07,906.10
2007- 11- 08,907.50
2007- 11- 09,906.70
2007- 11- 12,911.30
2007- 11- 13,918.75
2007- 11- 14,913.55
2007- 11- 15,915.50
2007- 11- 16,917.40
2007- 11- 19,919.20
2007- 11- 20,922.40
2007- 11- 21,929.00
2007- 11- 22,933.55
2007- 11- 23,930.65
2007- 11- 26,929.35
2007- 11- 27,929.30
2007- 11- 28,931.55
2007- 11- 29,928.70
2007- 11- 30,921.15
2007- 12- 03,925.20
2007- 12- 04,922.60
2007- 12- 05,923.30
2007- 12- 06,922.05
2007- 12- 07,919.15
2007- 12- 10,923.60
2007- 12- 11,923.95
2007- 12- 12,926.60
2007- 12- 13,924.85
2007- 12- 14,930.05
2007- 12- 17,933.60
2007- 12- 18,939.45
2007- 12- 19,939.50
2007- 12- 20,943.65
2007- 12- 21,940.60
2007- 12- 24,939.60
2007- 12- 25,939.60
2007- 12- 26,938.90
2007- 12- 27,940.60
2007- 12- 28,936.00
2007- 12- 31,936.00
2008- 01- 01,936.10
2008- 01- 02,936.95
2008- 01- 03,936.50
2008- 01- 04,938.45
2008- 01- 07,940.70
2008- 01- 08,939.35
2008- 01- 09,937.40
2008- 01- 10,937.60
2008- 01- 11,937.60
2008- 01- 14,937.40
2008- 01- 15,935.55
2008- 01- 16,940.20
2008- 01- 17,945.55
2008- 01- 18,943.10
2008- 01- 21,948.50
2008- 01- 22,954.05
2008- 01- 23,952.85
2008- 01- 24,949.40
2008- 01- 25,946.65
2008- 01- 28,949.85
2008- 01- 29,944.30
2008- 01- 30,944.60
2008- 01- 31,943.85
2008- 02- 01,944.40
2008- 02- 04,942.80
2008- 02- 05,943.60
2008- 02- 06,941.80
2008- 02- 07,941.80
2008- 02- 08,941.60
2008- 02- 11,945.25
2008- 02- 12,945.60
2008- 02- 13,945.80
2008- 02- 14,945.30
2008- 02- 15,945.05
2008- 02- 18,945.35
2008- 02- 19,943.85
2008- 02- 20,946.30
2008- 02- 21,948.70
2008- 02- 22,948.55
2008- 02- 25,947.10
2008- 02- 26,947.25
2008- 02- 27,941.05
2008- 02- 28,936.90
2008- 02- 29,939.05
2008- 03- 03,946.90
2008- 03- 04,947.00
2008- 03- 05,948.40
2008- 03- 06,949.70
2008- 03- 07,957.65
2008- 03- 10,965.30
2008- 03- 11,970.05
2008- 03- 12,971.35
2008- 03- 13,982.30
2008- 03- 14,997.40
2008- 03- 17,"1,024.40"
2008- 03- 18,"1,009.70"
2008- 03- 19,"1,009.60"
2008- 03- 20,"1,009.60"
2008- 03- 21,"1,003.10"
2008- 03- 24,997.20
2008- 03- 25,976.15
2008- 03- 26,986.70
2008- 03- 27,987.65
2008- 03- 28,993.10
2008- 03- 31,990.35
2008- 04- 01,983.85
2008- 04- 02,974.60
2008- 04- 03,975.50
2008- 04- 04,973.85
2008- 04- 07,974.95
2008- 04- 08,976.05
2008- 04- 09,976.10
2008- 04- 10,976.40
2008- 04- 11,975.75
2008- 04- 14,979.65
2008- 04- 15,986.85
2008- 04- 16,989.50
2008- 04- 17,991.90
2008- 04- 18,998.05
2008- 04- 21,991.55
2008- 04- 22,997.15
2008- 04- 23,990.95
2008- 04- 24,996.40
2008- 04- 25,995.80
2008- 04- 28,996.55
2008- 04- 29,"1,004.00"
2008- 04- 30,"1,003.00"
2008- 05- 01,"1,009.25"
2008- 05- 02,"1,010.00"
2008- 05- 05,"1,006.50"
2008- 05- 06,"1,007.25"
2008- 05- 07,"1,032.75"
2008- 05- 08,"1,040.50"
2008- 05- 09,"1,044.25"
2008- 05- 12,"1,041.75"
2008- 05- 13,"1,045.50"
2008- 05- 14,"1,047.50"
2008- 05- 15,"1,041.25"
2008- 05- 16,"1,037.25"
2008- 05- 19,"1,038.00"
2008- 05- 20,"1,050.50"
2008- 05- 21,"1,036.50"
2008- 05- 22,"1,039.50"
2008- 05- 23,"1,045.75"
2008- 05- 26,"1,048.70"
2008- 05- 27,"1,046.00"
2008- 05- 28,"1,032.00"
2008- 05- 29,"1,035.50"
2008- 05- 30,"1,028.25"
2008- 06- 02,"1,033.75"
2008- 06- 03,"1,012.00"
2008- 06- 04,"1,023.25"
2008- 06- 05,"1,023.75"
2008- 06- 06,"1,031.25"
2008- 06- 09,"1,033.50"
2008- 06- 10,"1,027.00"
2008- 06- 11,"1,030.50"
2008- 06- 12,"1,033.75"
2008- 06- 13,"1,044.25"
2008- 06- 16,"1,043.50"
2008- 06- 17,"1,018.75"
2008- 06- 18,"1,024.75"
2008- 06- 19,"1,032.50"
2008- 06- 20,"1,030.75"
2008- 06- 23,"1,024.00"
2008- 06- 24,"1,029.00"
2008- 06- 25,"1,034.75"
2008- 06- 26,"1,042.75"
2008- 06- 27,"1,043.25"
2008- 06- 30,"1,051.00"
2008- 07- 01,"1,049.00"
2008- 07- 02,"1,037.00"
2008- 07- 03,"1,045.00"
2008- 07- 04,"1,048.85"
2008- 07- 07,"1,039.50"
2008- 07- 08,"1,026.25"
2008- 07- 09,"1,004.80"
2008- 07- 10,"1,002.88"
2008- 07- 11,"1,002.40"
2008- 07- 14,"1,004.53"
2008- 07- 15,"1,008.08"
2008- 07- 16,"1,006.75"
2008- 07- 17,"1,008.50"
2008- 07- 18,"1,013.25"
2008- 07- 21,"1,019.00"
2008- 07- 22,"1,017.65"
2008- 07- 23,"1,009.25"
2008- 07- 24,"1,010.00"
2008- 07- 25,"1,007.50"
2008- 07- 28,"1,006.25"
2008- 07- 29,"1,004.25"
2008- 07- 30,"1,014.50"
2008- 07- 31,"1,012.25"
2008- 08- 01,"1,016.00"
2008- 08- 04,"1,017.50"
2008- 08- 05,"1,014.00"
2008- 08- 06,"1,015.80"
2008- 08- 07,"1,016.50"
2008- 08- 08,"1,029.25"
2008- 08- 11,"1,029.25"
2008- 08- 12,"1,033.75"
2008- 08- 13,"1,039.75"
2008- 08- 14,"1,040.00"
2008- 08- 15,"1,039.50"
2008- 08- 18,"1,038.50"
2008- 08- 19,"1,053.25"
2008- 08- 20,"1,043.75"
2008- 08- 21,"1,049.75"
2008- 08- 22,"1,063.50"
2008- 08- 25,"1,075.75"
2008- 08- 26,"1,086.50"
2008- 08- 27,"1,084.50"
2008- 08- 28,"1,085.00"
2008- 08- 29,"1,089.25"
2008- 09- 01,"1,116.00"
2008- 09- 02,"1,131.50"
2008- 09- 03,"1,148.55"
2008- 09- 04,"1,130.75"
2008- 09- 05,"1,117.95"
2008- 09- 08,"1,081.10"
2008- 09- 09,"1,095.00"
2008- 09- 10,"1,091.50"
2008- 09- 11,"1,106.25"
2008- 09- 12,"1,106.75"
2008- 09- 15,"1,111.50"
2008- 09- 16,"1,159.50"
2008- 09- 17,"1,116.25"
2008- 09- 18,"1,154.00"
2008- 09- 19,"1,139.70"
2008- 09- 22,"1,134.75"
2008- 09- 23,"1,148.60"
2008- 09- 24,"1,154.30"
2008- 09- 25,"1,158.30"
2008- 09- 26,"1,161.10"
2008- 09- 29,"1,185.50"
2008- 09- 30,"1,206.95"
2008- 10- 01,"1,187.40"
2008- 10- 02,"1,223.75"
2008- 10- 03,"1,223.75"
2008- 10- 06,"1,269.00"
2008- 10- 07,"1,329.90"
2008- 10- 08,"1,395.00"
2008- 10- 09,"1,382.50"
2008- 10- 10,"1,307.60"
2008- 10- 13,"1,240.45"
2008- 10- 14,"1,206.65"
2008- 10- 15,"1,238.80"
2008- 10- 16,"1,372.05"
2008- 10- 17,"1,334.50"
2008- 10- 20,"1,310.50"
2008- 10- 21,"1,320.20"
2008- 10- 22,"1,362.55"
2008- 10- 23,"1,409.05"
2008- 10- 24,"1,430.00"
2008- 10- 27,"1,460.00"
2008- 10- 28,"1,462.30"
2008- 10- 29,"1,388.50"
2008- 10- 30,"1,244.55"
2008- 10- 31,"1,282.50"
2008- 11- 03,"1,263.00"
2008- 11- 04,"1,269.50"
2008- 11- 05,"1,268.05"
2008- 11- 06,"1,331.80"
2008- 11- 07,"1,326.05"
2008- 11- 10,"1,330.00"
2008- 11- 11,"1,330.00"
2008- 11- 12,"1,357.55"
2008- 11- 13,"1,391.30"
2008- 11- 14,"1,399.95"
2008- 11- 17,"1,408.50"
2008- 11- 18,"1,448.50"
2008- 11- 19,"1,446.85"
2008- 11- 20,"1,497.85"
2008- 11- 21,"1,494.70"
2008- 11- 24,"1,511.50"
2008- 11- 25,"1,502.30"
2008- 11- 26,"1,478.25"
2008- 11- 27,"1,476.45"
2008- 11- 28,"1,469.00"
2008- 12- 01,"1,440.50"
2008- 12- 02,"1,464.50"
2008- 12- 03,"1,469.50"
2008- 12- 04,"1,484.55"
2008- 12- 05,"1,476.00"
2008- 12- 08,"1,449.50"
2008- 12- 09,"1,433.55"
2008- 12- 10,"1,394.00"
2008- 12- 11,"1,356.50"
2008- 12- 12,"1,371.35"
2008- 12- 15,"1,363.50"
2008- 12- 16,"1,349.55"
2008- 12- 17,"1,325.00"
2008- 12- 18,"1,285.50"
2008- 12- 19,"1,287.05"
2008- 12- 22,"1,309.00"
2008- 12- 23,"1,337.00"
2008- 12- 24,"1,306.80"
2008- 12- 25,"1,306.80"
2008- 12- 26,"1,299.55"
2008- 12- 29,"1,263.00"
2008- 12- 30,"1,259.55"
2008- 12- 31,"1,263.00"
2009- 01- 01,"1,263.00"
2009- 01- 02,"1,321.00"
2009- 01- 05,"1,315.00"
2009- 01- 06,"1,312.00"
2009- 01- 07,"1,292.70"
2009- 01- 08,"1,330.00"
2009- 01- 09,"1,348.50"
2009- 01- 12,"1,354.55"
2009- 01- 13,"1,354.00"
2009- 01- 14,"1,354.00"
2009- 01- 15,"1,393.00"
2009- 01- 16,"1,353.00"
2009- 01- 19,"1,360.50"
2009- 01- 20,"1,370.00"
2009- 01- 21,"1,370.00"
2009- 01- 22,"1,374.30"
2009- 01- 23,"1,390.90"
2009- 01- 26,"1,390.90"
2009- 01- 27,"1,391.00"
2009- 01- 28,"1,373.00"
2009- 01- 29,"1,374.50"
2009- 01- 30,"1,381.50"
2009- 02- 02,"1,392.50"
2009- 02- 03,"1,396.00"
2009- 02- 04,"1,378.60"
2009- 02- 05,"1,375.00"
2009- 02- 06,"1,370.20"
2009- 02- 09,"1,378.00"
2009- 02- 10,"1,389.00"
2009- 02- 11,"1,395.50"
2009- 02- 12,"1,400.00"
2009- 02- 13,"1,405.00"
2009- 02- 16,"1,427.70"
2009- 02- 17,"1,455.30"
2009- 02- 18,"1,465.00"
2009- 02- 19,"1,481.95"
2009- 02- 20,"1,520.00"
2009- 02- 23,"1,500.35"
2009- 02- 24,"1,516.60"
2009- 02- 25,"1,516.10"
2009- 02- 26,"1,517.30"
2009- 02- 27,"1,533.45"
2009- 03- 02,"1,570.65"
2009- 03- 03,"1,551.90"
2009- 03- 04,"1,551.25"
2009- 03- 05,"1,567.95"
2009- 03- 06,"1,546.00"
2009- 03- 09,"1,547.00"
2009- 03- 10,"1,502.62"
2009- 03- 11,"1,467.00"
2009- 03- 12,"1,496.70"
2009- 03- 13,"1,486.00"
2009- 03- 16,"1,436.00"
2009- 03- 17,"1,417.50"
2009- 03- 18,"1,416.00"
2009- 03- 19,"1,399.50"
2009- 03- 20,"1,401.30"
2009- 03- 23,"1,387.15"
2009- 03- 24,"1,386.65"
2009- 03- 25,"1,357.42"
2009- 03- 26,"1,331.55"
2009- 03- 27,"1,345.00"
2009- 03- 30,"1,396.75"
2009- 03- 31,"1,374.05"
2009- 04- 01,"1,373.50"
2009- 04- 02,"1,330.50"
2009- 04- 03,"1,337.00"
2009- 04- 06,"1,305.50"
2009- 04- 07,"1,318.50"
2009- 04- 08,"1,350.50"
2009- 04- 09,"1,322.00"
2009- 04- 10,"1,329.00"
2009- 04- 13,"1,325.00"
2009- 04- 14,"1,321.00"
2009- 04- 15,"1,334.00"
2009- 04- 16,"1,332.50"
2009- 04- 17,"1,328.00"
2009- 04- 20,"1,331.00"
2009- 04- 21,"1,350.75"
2009- 04- 22,"1,347.00"
2009- 04- 23,"1,344.00"
2009- 04- 24,"1,339.20"
2009- 04- 27,"1,339.40"
2009- 04- 28,"1,352.80"
2009- 04- 29,"1,336.70"
2009- 04- 30,"1,278.00"
2009- 05- 01,"1,278.00"
2009- 05- 04,"1,268.50"
2009- 05- 05,"1,268.50"
2009- 05- 06,"1,273.00"
2009- 05- 07,"1,258.30"
2009- 05- 08,"1,243.12"
2009- 05- 11,"1,233.90"
2009- 05- 12,"1,239.00"
2009- 05- 13,"1,240.00"
2009- 05- 14,"1,262.50"
2009- 05- 15,"1,253.00"
2009- 05- 18,"1,261.25"
2009- 05- 19,"1,245.50"
2009- 05- 20,"1,247.00"
2009- 05- 21,"1,245.80"
2009- 05- 22,"1,244.80"
2009- 05- 25,"1,245.20"
2009- 05- 26,"1,266.00"
2009- 05- 27,"1,265.40"
2009- 05- 28,"1,261.60"
2009- 05- 29,"1,258.25"
2009- 06- 01,"1,233.20"
2009- 06- 02,"1,235.00"
2009- 06- 03,"1,247.05"
2009- 06- 04,"1,247.50"
2009- 06- 05,"1,252.35"
2009- 06- 08,"1,248.38"
2009- 06- 09,"1,263.25"
2009- 06- 10,"1,259.00"
2009- 06- 11,"1,251.55"
2009- 06- 12,"1,252.50"
2009- 06- 15,"1,258.00"
2009- 06- 16,"1,256.50"
2009- 06- 17,"1,264.70"
2009- 06- 18,"1,265.00"
2009- 06- 19,"1,268.95"
2009- 06- 22,"1,283.40"
2009- 06- 23,"1,286.35"
2009- 06- 24,"1,277.50"
2009- 06- 25,"1,285.85"
2009- 06- 26,"1,280.60"
2009- 06- 29,"1,282.70"
2009- 06- 30,"1,274.80"
2009- 07- 01,"1,259.20"
2009- 07- 02,"1,275.50"
2009- 07- 03,"1,265.90"
2009- 07- 06,"1,271.75"
2009- 07- 07,"1,273.65"
2009- 07- 08,"1,280.35"
2009- 07- 09,"1,278.20"
2009- 07- 10,"1,288.90"
2009- 07- 13,"1,309.50"
2009- 07- 14,"1,295.70"
2009- 07- 15,"1,272.50"
2009- 07- 16,"1,266.50"
2009- 07- 17,"1,257.50"
2009- 07- 20,"1,244.50"
2009- 07- 21,"1,252.40"
2009- 07- 22,"1,251.60"
2009- 07- 23,"1,247.70"
2009- 07- 24,"1,246.00"
2009- 07- 27,"1,242.90"
2009- 07- 28,"1,241.00"
2009- 07- 29,"1,244.30"
2009- 07- 30,"1,232.50"
2009- 07- 31,"1,222.70"
2009- 08- 03,"1,214.50"
2009- 08- 04,"1,219.45"
2009- 08- 05,"1,226.00"
2009- 08- 06,"1,225.50"
2009- 08- 07,"1,224.50"
2009- 08- 10,"1,229.25"
2009- 08- 11,"1,243.20"
2009- 08- 12,"1,242.50"
2009- 08- 13,"1,235.25"
2009- 08- 14,"1,240.00"
2009- 08- 17,"1,259.00"
2009- 08- 18,"1,248.00"
2009- 08- 19,"1,251.50"
2009- 08- 20,"1,245.50"
2009- 08- 21,"1,245.70"
2009- 08- 24,"1,241.00"
2009- 08- 25,"1,249.95"
2009- 08- 26,"1,241.00"
2009- 08- 27,"1,247.80"
2009- 08- 28,"1,247.20"
2009- 08- 31,"1,249.50"
2009- 09- 01,"1,247.50"
2009- 09- 02,"1,244.80"
2009- 09- 03,"1,245.50"
2009- 09- 04,"1,237.00"
2009- 09- 07,"1,233.37"
2009- 09- 08,"1,224.00"
2009- 09- 09,"1,224.00"
2009- 09- 10,"1,225.00"
2009- 09- 11,"1,221.50"
2009- 09- 14,"1,225.00"
2009- 09- 15,"1,218.40"
2009- 09- 16,"1,206.00"
2009- 09- 17,"1,207.00"
2009- 09- 18,"1,207.50"
2009- 09- 21,"1,208.00"
2009- 09- 22,"1,197.50"
2009- 09- 23,"1,192.50"
2009- 09- 24,"1,191.70"
2009- 09- 25,"1,186.25"
2009- 09- 28,"1,193.50"
2009- 09- 29,"1,188.50"
2009- 09- 30,"1,176.50"
2009- 10- 01,"1,174.30"
2009- 10- 02,"1,183.50"
2009- 10- 05,"1,166.00"
2009- 10- 06,"1,166.30"
2009- 10- 07,"1,168.00"
2009- 10- 08,"1,164.50"
2009- 10- 09,"1,164.80"
2009- 10- 12,"1,167.90"
2009- 10- 13,"1,167.00"
2009- 10- 14,"1,158.50"
2009- 10- 15,"1,158.00"
2009- 10- 16,"1,167.10"
2009- 10- 19,"1,168.07"
2009- 10- 20,"1,164.72"
2009- 10- 21,"1,177.40"
2009- 10- 22,"1,189.50"
2009- 10- 23,"1,189.15"
2009- 10- 26,"1,180.90"
2009- 10- 27,"1,190.50"
2009- 10- 28,"1,185.65"
2009- 10- 29,"1,185.70"
2009- 10- 30,"1,186.60"
2009- 11- 02,"1,186.50"
2009- 11- 03,"1,191.60"
2009- 11- 04,"1,173.40"
2009- 11- 05,"1,175.80"
2009- 11- 06,"1,168.10"
2009- 11- 09,"1,155.10"
2009- 11- 10,"1,158.20"
