"mt10id","adres","la","lo"
"FC000461","서울특별시 종로구 창덕궁길 29-4 (원서동)","37.5788686","126.98897360000001"
"FC001066","서울특별시 종로구 창덕궁길 29-6 (원서동)","37.5788675","126.98884450000003"
"FC001199","서울특별시 종로구 대학로8길 25 (동숭동)","37.5809157","127.00370029999999"
"FC002501","서울특별시 종로구 삼청로 146 (삼청동)","37.5882198","126.9819613"
"FC001119","서울특별시 종로구 이화장길 72 (동숭동)","37.5784601","127.00463309999998"
"FC001702","서울특별시 종로구 홍지문2길 20 (홍지동)","37.6030022","126.95638729999996"
"FC000763","서울특별시 종로구 동숭길 133 (동숭동)","37.5833331","127.00272719999998"
"FC000186","서울특별시 종로구 동숭길 125","37.5832944669332","127.003292306771"
"FC001877","서울특별시 종로구 동숭길 148 (혜화동)","37.5820171","127.00353629999995"
"FC001223","서울특별시 종로구 창경궁로 258 - 9","37.5838644","127.00056100000006"
"FC001201","서울특별시 종로구 창경궁로34길 18-12","37.5841705","127.00042899999994"
"FC001441","서울특별시 종로구 율곡로 102 - 0","37.5772009","126.99067390000005"
"FC003018","서울특별시 종로구 동숭길 122(동숭동)","37.583699","127.0037167"
"FC003417","서울특별시 종로구 평창문화로 70 (평창동)","37.6057568","126.9678907"
"FC000362","서울특별시 종로구 혜화로5길 5 (명륜1가)","37.5867715","126.99974999999995"
"FC001122","서울특별시 종로구 이화장길 66 (동숭동)","37.5782005","127.00471659999994"
"FC001351","서울특별시 종로구 성균관로 25 - 2","37.5871833","126.99308329999996"
"FC001262","서울특별시 종로구 성균관로 12-3 (명륜2가)","37.5845012","126.99909430000002"
"FC001574","서울특별시 종로구 사직로8길 42 (내수동, 광화문시대)","37.5737561","126.97310870000001"
"FC000794","서울특별시 종로구 대학로12길 49 (동숭동)","37.5819127","127.00396899999998"
"FC001090","서울특별시 종로구 동숭길 51 (동숭동)","37.5805179","127.00417770000001"
"FC000020","서울특별시 종로구 세종대로 175 (세종로)","37.5725254","126.97564290000003"
"FC001542","서울특별시 종로구 대학로 144 (혜화동)","37.5839463","127.00204540000004"
"FC001211","서울특별시 종로구 혜화로 14-1","37.5868679","127.00028539999994"
"FC001127","서울특별시 종로구 동숭길 39 (동숭동)","37.5799517","127.00425100000007"
"FC003149","서울특별시 종로구 대학로9길 18(명륜4가)","37.5818577","127.0008602"
"FC003462","서울특별시 종로구 동숭길 145 (동숭동)","37.5831766","127.0022799"
"FC003537","서울특별시 종로구 대학로 116 (동숭동)","37.5815327","127.0023365"
"FC001128","서울시 종로구 동숭동 1-47 연경빌딩","37.5828996","127.00240359999998"
"FC001215","서울특별시 종로구 창경궁로 227(명륜4가)","37.5824263","126.9977518"
"FC001273","서울특별시 종로구 혜화로 31 (명륜1가)","37.588305","126.99942369999996"
"FC000488","서울특별시 종로구 대학로9길 18 (명륜4가)","37.5818196","127.0008454"
"FC002677","서울특별시 종로구 동숭길 74 (동숭동)","37.5815333","127.0043015"
"FC001085","서울특별시 종로구 대학로12길 63 (동숭동)","37.5812279","127.00391100000002"
"FC001266","서울특별시 종로구 창경궁로 303 (혜화동)","37.5875719","127.00320060000001"
"FC000190","서울특별시 종로구 대학로 146 (혜화동)","37.5842128","127.0020237"
"FC001293","서울특별시 종로구 대학로14길 6 (혜화동)","37.586755","127.00035539999999"
"FC001228","서울특별시 종로구 대학로10길 11 (동숭동)","37.5818127","127.00279060000003"
"FC002366","서울특별시 종로구 동숭길 148 (혜화동) ","37.5820171","127.00353629999995"
"FC003274","서울특별시 종로구 대학로12길 15(동숭동)","37.5827347","127.002845"
"FC003255","서울특별시 종로구 삼일대로 428(낙원동)","37.5727635","126.9879025"
"FC003031","서울특별시 종로구 대학로8길 7(동숭동)","37.5811855","127.0029999"
"FC002989","서울특별시 종로구 대학로8가길 80(동숭동)","37.5824773","127.003268"
"FC003030","서울특별시 종로구 대학로10길 17(동숭동)","37.5820961","127.0031785"
"FC001132","서울특별시 종로구 이화장길 99 (동숭동)","37.5835101","127.00192219999997"
"FC001537","서울특별시 종로구 성균관로 15-10 (명륜3가)","37.5838639","126.99710440000001"
"FC001576","서울특별시 종로구 대학로11길 41-8 (명륜4가)","37.5821313","126.99934329999996"
"FC002659","서울특별시 종로구 대학로 19 (연지동)","37.5729251","127.0016198"
"FC003519","서울특별시 종로구 평창30길 15 (평창동)","37.6111584","126.9747382"
"FC002587","서울특별시 종로구 삼청로 141 (삼청동)","37.5878989","126.9815085"
"FC001254","서울특별시 종로구 삼일대로 386 (관철동) 시네코아","37.5689133","126.98806330000002"
"FC000383","서울특별시 종로구 삼일대로 386 (관철동)","37.568878","126.98809499999993"
"FC002701","서울특별시 종로구 종로46가길 9-4 (창신동)","37.5711834","127.0113836"
"FC001298","서울특별시 종로구 대학로8가길 52 (동숭동)","37.5829439","127.00262709999992"
"FC001458","서울특별시 종로구 대명길 39 - 9 공간 마루채","37.58257","126.99975410000002"
"FC002062","서울특별시 종로구 창의문로 129 (부암동)","37.5923644","126.965995"
"FC002588","서울특별시 종로구 창경궁로 253-7 (명륜2가)","37.5844442","126.9994928"
"FC000419","서울특별시 종로구 이화장길 78 (동숭동)","37.578643","127.00462949999996"
"FC001622","서울특별시 종로구 율곡로 83","37.5775971","126.98843260000001"
"FC001379","서울특별시 종로구 대학로8가길 48 (동숭동)","37.5828996","127.00240359999998"
"FC002632","서울특별시 종로구 대학로8길 7 (동숭동)","37.5811855","127.0029999"
"FC001092","서울특별시 종로구 성균관로4길 48 (명륜2가)","37.5846867","126.99998619999996"
"FC002932","서울특별시 종로구 동숭길 140(혜화동)","37.5836705","127.0025639"
"FC001817","서울특별시 종로구 삼일대로 428 (낙원동)","37.5728323","126.98800119999999"
"FC003202","서울특별시 종로구 삼청로 82(삼청동)","37.5826716","126.9820022"
"FC001730","서울특별시 종로구 율곡로3길 87 (소격동)","37.5795392","126.98198249999996"
"FC001137","서울특별시 종로구 성균관로3길 23 (명륜3가)","37.5830504","126.99701000000004"
"FC001603","서울특별시 종로구 대학로12길 22 (동숭동)","37.5825141","127.00306330000001"
"FC003224","서울특별시 종로구 대학로10길 26(동숭동)","37.5816067","127.0037204"
"FC000372","서울특별시 종로구 대학로 132 (동숭동)","37.5830591","127.00208550000002"
"FC002748","서울특별시 종로구 필운대로2길 14 (체부동)","37.578724","126.9697727"
"FC002072","서울특별시 종로구 동숭길 41 (동숭동) ","37.5801085","127.0042703"
"FC001804","서울특별시 종로구 이화장길 54 (이화동)","37.5826165","126.99882809999997"
"FC001535","서울특별시 종로구 인사동길 34-1 (관훈동)","37.5737858","126.98560870000006"
"FC001086","서울특별시 종로구 대학로8가길 30 (동숭동)","37.582253","127.00254580000001"
"FC001141","서울특별시 종로구 창경궁로35길 7 (혜화동)","37.586337","127.00133069999992"
"FC003098","서울특별시 종로구 대학로8가길 111(동숭동)","37.5809723","127.003528"
"FC003392","서울특별시 종로구 김상옥로 37 (연지동)","37.5736215","127.0016154"
"FC000526","서울특별시 종로구 창경궁로35길 21 (혜화동)","37.5869515","127.00175280000008"
"FC000516","서울특별시 종로구 창경궁로 258-12 (명륜2가)","37.5836706","127.0003428"
"FC001212","서울특별시 종로구 동숭길 130-5 (동숭동)","37.5838441","127.00306009999997"
"FC002634","서울특별시 종로구 동숭길 3 (동숭동)","37.5805023","127.0032562"
"FC002523","서울특별시 종로구 동숭4길 4 (동숭동)","37.5830566","127.0040078"
"FC001143","서울특별시 종로구 성균관로4길 19 (명륜2가)","37.5851119","126.99828100000002"
"FC001144","서울특별시 종로구 이화장길 86-11 (동숭동)","37.5791934","127.00514410000005"
"FC001093","서울특별시 종로구 대학로8가길 52 (동숭동)","37.5829439","127.00262709999993"
"FC001094","서울특별시 종로구 혜화로 10-3 성인빌딩 ","37.5890224","126.99993619999998"
"FC000773","서울특별시 종로구 창경궁로 263 (명륜2가)","37.5848308","127.00029900000004"
"FC001236","서울특별시 종로구 대학로12길 21 (동숭동)","37.5827158","127.00324840000007"
"FC001785","서울특별시 종로구 효자로23 (통의동)","37.5780294","126.97369550000008"
"FC003396","서울특별시 종로구 동숭길 68 (동숭동)","37.5813131","127.0043055"
"FC001278","서울특별시 종로구 대학로11길 38-23 (명륜4가)","37.5729503","126.97935789999997"
"FC003320","서울특별시 종로구 대학로 57(연건동)","37.5765586","127.00145"
"FC000736","서울특별시 종로구 대학로10길 24 (동숭동)","37.5815685","127.00353990000008"
"FC001380","서울특별시 종로구 필운대로7길 12 (옥인동)","37.5815528","126.967847"
"FC001149","서울특별시 종로구 동숭길 55 (동숭동) 5층","37.5807178","127.00416599999994"
"FC002820","서울특별시 종로구 이화장길 86-11(동숭동)","37.5792262","127.0051573"
"FC002529","서울특별시 종로구 삼일대로 428 (낙원동)","37.5722152","126.9876432"
"FC002910","서울특별시 종로구 종로14길 4(관철동)","37.5698255","126.9867155"
"FC002825","서울특별시 종로구 자하문로24길 12(효자동)","37.5834402","126.970985"
"FC002884","서울특별시 종로구 동숭길 78(동숭동)","37.5817473","127.0042973"
"FC002722","서울특별시 종로구 낙산길 19 (동숭동)","37.5805479","127.0055969"
"FC001819","서울특별시 종로구 대학로12길 15 (동숭동)","37.58269689999999","127.00283079999997"
"FC001866","서울특별시 종로구 종로1길 50 (중학동)","37.5745869","126.97924349999994"
"FC000741","서울특별시 종로구 대학로8가길 111 (동숭동)","37.5809987","127.0035232"
"FC001233","서울특별시 종로구 대학로12길 64 (동숭동)","37.5811328","127.00369969999997"
"FC001639","서울특별시 종로구 윤보선길 62 (안국동) ","37.5788425","126.98362799999995"
"FC003337","서울특별시 종로구 대학로12길 10(동숭동)","37.5825261","127.0026561"
"FC001707","서울특별시 종로구 이화장길 58 (이화동)","37.5778581","127.00461619999999"
"FC001805","서울특별시 종로구 창경궁로 227 (명륜4가)","37.5823971","126.99774560000003"
"FC002654","서울특별시 종로구 돈화문로 13 (관수동)","37.5696943","126.9916655"
"FC001807","서울특별시 종로구 이화장길 100 (동숭동) 쇳대박물관 지하1층","37.5797646","127.00460099999998"
"FC002752","서울특별시 종로구 청계천로 105 (관수동)","37.5684665","126.9893003"
"FC003209","서울특별시 종로구 종로 272(종로6가)","37.5708187","127.0080914"
"FC001172","서울특별시 종로구 대학로12길 69 (동숭동)","37.5818321","127.00342699999999"
"FC000577","서울특별시 종로구 대학로12길 38 (동숭동)","37.58245","127.00368879999996"
"FC002624","서울특별시 종로구 이화장길 58 (이화동)","37.5778955","127.0046323"
"FC000422","서울특별시 종로구 지봉로5길 7-5 (창신동)","37.5734235","127.01438250000001"
"FC001435","서울특별시 종로구 성균관로 91 - 0 국민생활관","37.59043399999999","126.99877470000001"
"FC003050","서울특별시 종로구 창신길 55(창신동)","37.5741515","127.010447"
"FC001912","서울특별시 종로구 동호로 406-2 (종로5가)","37.5706087","127.00230940000006"
"FC003524","서울특별시 종로구 대학로5길 57 (연건동)","37.5765586","127.00145"
"FC000234","서울특별시 종로구 이화장길 86-8 (동숭동)","37.5788393","127.00493879999999"
"FC003412","서울특별시 종로구 충신길 22 (종로6가)","37.5736339","127.0082895"
"FC000416","서울특별시 종로구 동숭길 25 (동숭동)","37.5798541","127.0035752"
"FC001156","서울특별시 종로구 성균관로4길 42 (명륜2가)","37.5847101","126.9996688"
"FC001566","서울특별시 종로구 대학로11길 39 (명륜4가)","37.5822688","126.99940830000003"
"FC002872","서울특별시 종로구 율곡로 99(와룡동)","37.5788697","126.9897103"
"FC001636","서울특별시 종로구 창경궁로 259 (명륜2가)","37.58451489999999","127.0000258"
"FC001121","서울특별시 종로구 동숭길 47 (동숭동)","37.580304","127.00424399999997"
"FC000195","서울특별시 종로구 대학로 60 (연건동)","37.5765152","127.00254870000003"
"FC002854","서울특별시 종로구 대학로 128(동숭동)","37.5827051","127.0021572"
"FC001214","서울특별시 종로구 이화장1길 24 (이화동)","37.5773694","127.00575709999998"
"FC002441","서울특별시 종로구 북촌로6길 30 (계동)","37.5802772","126.9864102"
"FC002440","서울특별시 종로구 경희궁1길 1 (신문로2가)","37.5706556","126.9716828"
"FC001311","서울특별시 종로구 삼일대로32길 55 - 3","37.5756732","126.98988510000004"
"FC001207","서울특별시 종로구 대학로8가길 80 (동숭동)","37.5824518","127.00325190000001"
"FC001414","서울특별시 종로구 동숭길 78 (동숭동) 지하1층","37.5817072","127.00428190000002"
"FC000841","서울특별시 종로구 동숭길 55 (동숭동)","37.5807178","127.00416599999994"
"FC001539","서울특별시 종로구 대학로8가길 79 (동숭동)","37.5824389","127.00354530000004"
"FC002783","서울특별시 종로구 대학로11길 23 (명륜4가)","37.5820588","127.0004181"
"FC001457","서울특별시 종로구 동숭길 72 - 0","37.5814045","127.0042803"
"FC002283","서울특별시 종로구 자하문로10길 16 (통의동)","37.5792188","126.9723498"
"FC000382","서울특별시 종로구 대학로8가길 85 (동숭동)","37.5822467","127.00371659999996"
"FC000806","서울특별시 종로구 대학로10길 24 (동숭동)","37.5815685","127.00353990000008"
"FC000221","서울특별시 종로구 대학로 116 (동숭동)","37.5815334","127.00241119999998"
"FC000749","서울특별시 종로구 대학로8가길 36 (동숭동)","37.5825016130959","127.002454486033"
"FC002453","서울특별시 종로구 삼일대로 386 (관철동)","37.5689393","126.9882324"
"FC001268","서울특별시 종로구 돈화문로 13 (관수동) 서울극장","37.5696478","126.99165879999998"
"FC001459","서울특별시 종로구 대학로12길 73 (동숭동)","37.5807747","127.00396490000003"
"FC000825","서울특별시 종로구 대학로11길 38-11 (명륜4가)","37.582654","127.00063039999998"
"FC001232","서울특별시 종로구 대학로10길 15 - 11","37.5822206","127.00276359999998"
"FC000744","서울특별시 종로구 대학로12길 46 (동숭동)","37.58202130000001","127.00370139999995"
"FC002394","서울특별시 종로구 대학로 86 (동숭동) ","37.5788219","127.0029298"
"FC000237","서울특별시 종로구 우정국로 55 (견지동)","37.5738477","126.98264080000001"
"FC000152","서울특별시 종로구 창경궁로 254 (명륜2가)","37.5728677","126.99707860000001"
"FC000188","서울특별시 종로구 대학로 144 (혜화동) 중원빌딩 지하1층","37.5839463","127.00204540000004"
"FC001176","서울특별시 종로구 창경궁로35길 17 (혜화동)","37.5866982","127.00162939999995"
"FC003249","서울특별시 종로구 이화장길 66(동숭동)","37.5782086","127.0047187"
"FC001431","서울특별시 종로구 동숭길 76 (동숭동)","37.5815998","127.00425730000006"
"FC001250","서울특별시 종로구 창경궁로 260 (명륜2가)","37.5843848","127.00051899999994"
"FC001303","서울특별시 종로구 대학로10길 5 (동숭동)","37.5818197","127.00255949999996"
"FC001862","서울특별시 종로구 성균관로3길 20-4 (명륜3가)","37.58331889999999","126.9970075"
"FC003215","서울특별시 종로구 대학로 156(혜화동)","37.58497","127.0030976"
"FC001442","서울특별시 종로구 동숭길 41 (동숭동)","37.580059","127.0042608"
"FC001208","서울특별시 종로구 대학로 57 (연건동)","37.5769696","127.00203310000006"
"FC003468","서울특별시 종로구 동숭길 64 (동숭동)","37.5811149","127.004334"
"FC001600","서울특별시 종로구 성균관로 87 (명륜1가)","37.5899206","126.9982675"
"FC002777","서울특별시 종로구 대학로11길 23 (명륜4가)","37.5820588","127.0004181"
"FC002781","서울특별시 종로구 대학로11길 23 (명륜4가)","37.5820588","127.0004181"
"FC002782","서울특별시 종로구 대학로11길 23 (명륜4가)","37.5820588","127.0004181"
