기준_년_코드,기준_분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,서비스_업종_코드,서비스_업종_코드_명,분기당_매출_금액,분기당_매출_건수,주중_매출_비율,주말_매출_비율,월요일_매출_비율,화요일_매출_비율,수요일_매출_비율,목요일_매출_비율,금요일_매출_비율,토요일_매출_비율,일요일_매출_비율,시간대_00~06_매출_비율,시간대_06~11_매출_비율,시간대_11~14_매출_비율,시간대_14~17_매출_비율,시간대_17~21_매출_비율,시간대_21~24_매출_비율,남성_매출_비율,여성_매출_비율,연령대_10_매출_비율,연령대_20_매출_비율,연령대_30_매출_비율,연령대_40_매출_비율,연령대_50_매출_비율,연령대_60_이상_매출_비율,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수,점포수
2016,4,D,발달상권,1001241,혜화역 대학로_2,CS200037,노래방,19356861 ,1119 ,63,37,13,12,13,11,15,19,18,29,0,0,0,22,49,70,30,6,59,18,10,7,1,11465778,7891083,1988604,1929907,2175232,2345326,3026709,4584314,3306769,7215547,0,0,108054,3423334,8609926,12369482,5568884,523330,9039173,4142920,1542588,2339533,350820,706,413,122,116,131,157,180,211,202,428,0,0,7,193,491,756,332,40,633,229,87,86,14,3
2016,4,D,발달상권,1001241,혜화역 대학로_2,CS100010,커피-음료,904830348 ,103873 ,66,35,13,12,13,14,14,18,16,7,6,18,21,29,21,45,55,6,60,17,9,7,1,543068443,361761905,108868582,100678176,100980357,110294883,122246445,195377958,166383947,141853644,35094892,84242984,126712320,228339899,288586609,421488380,458263905,57393882,519666479,155498827,85737528,51790651,9664919,66670,37203,13397,13138,13064,13496,13575,19372,17831,9800,6394,14256,20624,29117,23682,47177,54376,6859,63512,14508,8950,6812,913,14
2016,4,D,발달상권,1001241,혜화역 대학로_2,CS100008,분식전문점,897717213 ,109704 ,70,30,13,15,14,14,14,17,13,8,3,17,14,34,24,50,50,4,49,20,15,9,2,608530704,289186509,109420532,126323922,122588235,126756327,123441688,156642284,132544225,60608599,21707927,163943825,137757483,326468517,187230862,445399039,430829510,37923781,410717444,162736021,158708079,82114761,24028466,75944,33760,14454,15590,15645,15528,14727,17660,16100,7504,2581,20498,17181,39243,22697,53600,54900,5981,57176,17282,15974,9601,2485,11
2016,4,D,발달상권,1001241,혜화역 대학로_2,CS300015,가방,25533930 ,1117 ,65,35,12,12,15,12,14,22,13,0,0,1,29,61,8,26,74,10,46,16,15,12,2,17020940,8512990,3898348,2806452,3740851,3708321,2866968,5291284,3221706,0,0,850264,7046173,15854582,1782911,5015142,18795739,1357811,7796886,5522688,3064894,4136183,1932419,728,389,134,129,172,136,157,240,149,0,0,16,328,681,92,281,817,116,491,175,168,132,16,1
2016,4,D,발달상권,1001241,혜화역 대학로_2,CS200041,사진관,144958019 ,4156 ,74,26,10,16,13,20,15,18,8,0,3,23,35,37,3,33,67,3,62,13,11,10,2,104413786,40544233,8985561,37501029,18344022,27064597,12518577,30856547,9687686,0,534948,47258849,34616074,59900500,2647648,50023924,82684318,2957220,80466112,29627617,14247614,4553391,856288,2992,1164,294,738,540,888,532,725,439,0,50,877,1388,1741,100,1163,2766,118,2721,493,348,210,38,5
2016,4,D,발달상권,1001241,혜화역 대학로_2,CS200036,고시원,174530720 ,534 ,83,17,10,0,28,14,31,0,17,5,0,10,28,15,43,67,33,0,57,17,9,0,17,150217644,24313076,10075351,0,62290582,20150702,57701009,0,24313076,10075351,0,10075351,94037542,26292021,34050455,150555616,23975104,0,54201157,24313076,20561942,0,75454545,444,90,41,0,145,82,176,0,90,41,0,41,222,101,129,446,88,0,211,90,82,0,151,2
2016,4,D,발달상권,1001241,혜화역 대학로_2,CS300028,화초,20551243 ,1121 ,69,31,11,9,14,17,18,29,2,0,5,20,26,49,1,58,42,7,62,14,8,8,0,13732950,6818293,2032419,1793561,2528814,3933602,3444554,6587514,230779,0,1385499,5124144,4458751,9369580,213269,9712664,8771874,762186,10806635,2815614,1921786,2026655,151665,774,347,119,98,158,196,203,326,21,0,58,212,292,548,11,630,444,79,672,154,82,86,3,3
2016,4,D,발달상권,1001241,혜화역 대학로_2,CS300021,문구,21716399 ,785 ,98,2,17,22,16,23,20,2,0,0,16,35,36,13,0,54,46,5,54,18,10,9,4,18671138,3045261,1185662,4930336,2026691,6134672,4393777,3045261,0,0,8135323,5190271,7472883,917922,0,2585864,2092122,108312,1542695,1241929,543735,727216,514099,769,16,131,173,123,181,161,16,0,0,132,275,276,102,0,295,252,30,298,98,53,50,20,1
2016,4,D,발달상권,1001241,혜화역 대학로_2,CS300011,일반의류,106525557 ,872 ,68,32,12,12,14,15,16,28,3,0,1,23,35,39,3,32,68,2,23,5,9,33,28,80275147,26250410,16029769,15278060,13088859,20570076,15308383,22671529,3578881,0,721590,13904965,48761938,42247348,889716,25481866,79478707,347574,7922175,3738250,12422933,36451544,44078097,617,255,105,114,128,136,134,210,45,0,11,118,320,380,43,244,606,34,273,55,89,218,181,12
2016,4,D,발달상권,1001241,혜화역 대학로_2,CS100004,양식음식점,386536446 ,24498 ,70,30,13,14,15,14,14,15,15,4,1,27,17,41,10,50,51,6,63,14,8,8,1,254300703,132235743,46673199,47251111,53814124,52243769,54318500,71039735,61196008,31336818,2982976,80247953,52623414,154030045,65315240,193048965,181016405,16861942,228302626,66621200,31302975,27434499,3542128,17185,7313,3198,3457,3641,3395,3494,3774,3539,932,318,6357,4079,10148,2664,11837,12272,1486,15281,3364,1873,1824,280,4
2016,4,D,발달상권,1001241,혜화역 대학로_2,CS300002,편의점,480118877 ,107900 ,68,32,13,13,14,14,14,18,15,15,14,13,14,24,20,61,39,4,60,20,9,5,2,328148141,151970736,64643066,60982545,66324620,69015801,67182109,81448251,70522485,84562989,64644492,56710294,59245371,112796993,102158738,305723120,166694677,17323110,270021928,96695391,46997140,30323113,11057121,73938,33962,14470,14161,15072,15327,14908,18508,15454,16047,16082,13987,14510,25608,21666,65048,42071,4932,66859,19227,8656,5978,1464,2
2016,4,D,발달상권,1001241,혜화역 대학로_2,CS200007,치과의원,70559438 ,1103 ,89,11,22,22,18,7,21,11,0,0,20,34,33,13,0,49,51,1,15,22,19,22,22,62118697,8440741,11843714,15466199,15446416,5221617,14140751,8440741,0,0,16792143,30471276,12554178,10741841,0,36901988,31731454,88912,4120966,18158564,15494541,9684899,21085560,980,123,239,246,193,71,231,123,0,0,222,370,366,145,0,539,556,10,161,240,208,234,243,2
2016,4,D,발달상권,1001241,혜화역 대학로_2,CS100001,한식음식점,884002937 ,38752 ,74,26,13,14,15,16,16,16,10,12,2,22,11,29,25,59,42,4,51,16,14,11,5,606702956,277299981,104935916,112564310,119070287,125732801,144399642,166822522,110477459,153982219,15056664,138778734,68772398,270654820,236758102,507060470,253639974,12325205,308429466,160423814,149353241,88389397,41779319,27487,11265,4950,5283,5798,5643,5813,6490,4775,3758,952,10340,5502,12131,6069,21925,14327,1153,17098,6273,5829,4134,1765,15
2016,4,D,발달상권,1001241,혜화역 대학로_2,CS200005,스포츠 강습,75188071 ,292 ,100,0,30,20,15,19,16,0,0,0,4,20,11,38,27,23,77,2,48,9,14,27,0,75188071,0,21614017,16133393,14283450,12511921,10645290,0,0,0,5100596,6407272,11972075,26524819,25183309,29079999,45042331,1400000,32994953,17319398,12074964,10333015,0,292,0,89,64,46,57,36,0,0,0,17,37,35,120,83,89,200,7,132,48,53,49,0,2
2016,4,D,발달상권,1001241,혜화역 대학로_2,CS300016,안경,85304216 ,1243 ,70,31,16,15,13,12,14,17,14,0,3,21,29,37,9,44,56,4,40,17,20,12,7,58294321,27009895,13347766,11492462,11239970,9802327,12411796,14358645,12651250,0,3654889,17695098,25973922,31638948,6341359,37198310,46663009,2077951,23661238,15905948,20483923,13851152,7881109,860,383,199,185,164,143,169,209,174,0,43,264,353,465,118,543,684,53,486,211,241,150,87,2
2016,4,D,발달상권,1001241,혜화역 대학로_2,CS200028,미용실,143346028 ,5627 ,67,33,13,11,16,14,14,24,10,0,1,22,32,43,4,62,38,1,46,21,13,16,3,92194449,51151579,18976365,15305181,18975396,17417781,21519726,31179333,19972246,79218,814485,26439124,43481647,64445673,8085881,86321054,55294516,1453594,72724280,30929157,17274824,16393444,2840272,3699,1928,704,657,767,712,859,1120,808,1,50,1243,1651,2482,200,4201,1419,58,3137,1203,560,568,93,6
2016,4,D,발달상권,1001241,혜화역 대학로_2,CS200016,당구장,38065627 ,3329 ,67,33,13,12,12,15,16,18,15,18,2,2,11,35,33,92,8,10,57,14,12,5,2,25245416,12820211,4553086,4195920,5029763,5883616,5583031,6949780,5870431,7923624,1005774,1003569,3762781,11499991,12869888,34397213,3668414,2940207,19537889,6042249,5813363,2674537,1057382,2221,1108,418,402,428,463,510,606,502,634,84,94,369,1073,1075,2975,354,325,1855,471,392,199,87,2
2016,4,D,발달상권,1001241,혜화역 대학로_2,CS200019,PC방,92271776 ,18547 ,71,29,12,13,12,14,21,16,13,23,5,7,16,27,23,86,14,11,77,5,3,3,0,64975561,27296215,12503611,12011465,12922143,12946505,14591837,12746770,14549445,18406782,3287689,7905968,16486865,26737816,19446656,77134477,12687407,9767804,71432494,4142883,1838243,2494766,145694,13182,5365,2521,2531,2663,2678,2789,2752,2613,3581,712,1637,3283,5262,4072,15737,2748,2446,14279,737,457,531,35,4
2016,4,D,발달상권,1001241,혜화역 대학로_2,CS200002,외국어학원,62360444 ,301 ,91,9,15,23,20,23,10,9,0,0,5,25,19,44,8,29,71,1,36,30,10,22,1,56362313,5998131,10606390,15402682,12789139,13412045,4152057,5998131,0,0,2049232,15619478,12335418,28551750,3804566,16509069,45851375,481222,20750600,19414929,8348018,12980073,385602,275,26,48,69,60,70,28,26,0,0,15,75,57,130,24,86,215,2,111,90,30,66,2,1
2016,4,D,발달상권,1001241,혜화역 대학로_2,CS100002,중식음식점,89938026 ,4584 ,73,27,15,15,14,14,15,14,13,1,0,21,21,45,13,39,61,3,71,16,5,4,1,63411985,26526041,12086863,12903307,11861746,12740986,13819083,14742478,11783563,496724,40782,16977204,16395471,41793631,14234214,34637963,43681173,2098949,50389805,15873124,5589848,3176990,1190418,3323,1261,674,692,652,648,657,676,585,43,2,954,916,2079,590,1582,2454,134,2816,663,213,157,50,3
2016,4,D,발달상권,1001241,혜화역 대학로_2,CS300017,시계및귀금속,91373253 ,836 ,80,20,15,13,15,15,23,20,0,0,0,16,46,38,0,25,75,9,44,14,20,11,3,74531174,16842079,6707065,7496239,35513924,7660260,17153686,16842079,0,0,0,37672391,33452836,20248026,0,56523528,34849725,1820620,18354794,16618723,13767562,13944360,26867194,670,166,121,103,118,126,202,166,0,0,0,131,389,316,0,215,621,74,362,110,173,92,25,2
2016,4,D,발달상권,1001241,혜화역 대학로_2,CS200024,스포츠클럽,29615732 ,219 ,93,7,17,25,32,8,11,7,0,0,12,6,29,51,3,64,36,0,34,30,7,29,0,25359867,4255865,7425088,5357138,4317396,4002611,4257634,4255865,0,0,3375695,3404692,6710053,14959924,1165368,16083366,11739492,0,5925176,7109375,2884910,11903398,0,210,9,41,45,81,23,20,9,0,0,15,17,59,122,6,125,88,0,73,54,14,72,0,1
2016,4,D,발달상권,1001241,혜화역 대학로_2,CS200003,예술학원,117838118 ,612 ,87,14,11,11,29,15,21,10,3,0,4,39,28,24,5,63,37,1,34,17,27,20,1,101223386,16614732,21751812,16463668,21559553,23158141,18290212,16359582,255150,0,7047708,38451979,46415841,21329883,4592707,56524724,61313394,2488658,31802032,28261333,29366380,25048640,871075,520,92,92,80,157,87,104,66,26,0,25,233,206,96,52,339,273,4,282,115,89,117,5,3
2016,4,D,발달상권,1001241,혜화역 대학로_2,CS300022,화장품,393729671 ,10084 ,69,31,14,13,13,15,14,16,15,0,4,18,21,38,18,30,70,4,56,12,13,11,4,329296779,64432892,83591919,25295339,67698220,92619839,60091462,44035973,20396919,0,48412345,105928807,99060213,115141134,25187172,64565777,329163894,5365832,69849810,26875405,100757954,92517739,98362931,6963,3121,1432,1257,1307,1548,1419,1599,1522,0,422,1831,2153,3835,1843,3035,7049,434,5589,1244,1272,1131,414,2
2016,4,D,발달상권,1001241,혜화역 대학로_2,CS100009,호프-간이주점,250997220 ,7967 ,67,33,12,14,11,16,14,21,12,35,0,3,6,16,41,60,40,13,56,12,12,6,1,161808656,89188564,24568539,31806057,32534507,41210096,31689457,51540420,37648144,97986131,25314,917635,2353705,31446660,118267775,159566079,80357763,16009436,142620762,37998302,22324184,16427973,4543189,5648,2319,887,1194,1039,1403,1125,1471,848,2443,6,152,293,1269,3804,4671,3180,842,4866,856,691,501,99,13
2016,4,D,발달상권,1001241,혜화역 대학로_2,CS100003,일식음식점,177182045 ,7474 ,75,25,12,13,16,16,18,18,8,22,1,13,6,26,32,63,37,5,57,14,11,10,3,122213017,54969028,20354107,19681760,26358025,26364801,29454324,39823228,15145800,29887970,960961,23793013,11372342,53661904,57505855,100117763,53522294,4734752,67734520,37684324,21475637,16455879,5554943,5775,1699,1039,1095,1191,1181,1269,1122,577,810,73,1929,911,2529,1222,4035,2767,480,3487,911,906,803,216,3
2016,4,D,발달상권,1001241,혜화역 대학로_2,CS100005,제과점,62230818 ,9642 ,66,34,13,13,13,13,14,19,15,5,2,14,21,38,19,43,57,5,56,15,13,9,2,40262572,21968246,6978707,7884626,8287322,7531285,9580632,13222007,8746239,3270379,1554329,10781958,13633824,21879828,11110500,23975653,30242799,1713983,26469042,9416292,8894564,6015221,1709350,6372,3270,1232,1307,1272,1250,1311,1827,1443,566,178,1305,1940,3640,2013,3986,5259,424,5209,1408,1162,853,194,2
2015,1,D,발달상권,1001241,혜화역 대학로_2,CS100008,분식전문점,526026941 ,54973 ,72,28,14,16,14,14,15,17,12,9,3,18,14,35,22,51,49,4,50,23,15,7,2,379269824,146757117,77651832,80974829,68911462,73443853,78287848,81778950,64978167,56775483,11356297,99651263,74674960,182158844,101410094,256322380,242609767,16842979,247170950,109874269,79350249,37019210,8674491,39857,15116,8436,8655,7125,7763,7878,8160,6956,3999,1322,10704,8990,20591,9367,25719,27412,2523,28644,9911,6963,4244,848,15
2015,1,D,발달상권,1001241,혜화역 대학로_2,CS300001,슈퍼마켓,166945741 ,10278 ,71,29,14,14,14,15,14,15,14,0,2,16,21,42,19,30,70,2,68,16,6,6,1,117942242,49003499,22957644,22974103,24436398,23459552,24114545,22824179,26179320,0,3062460,26666994,34687122,71422100,31107065,54499193,104416696,2488609,97838692,30760178,16152348,9894920,1781141,7353,2925,1512,1473,1454,1500,1414,1467,1458,0,223,1662,2142,4278,1973,2949,6915,206,6791,1570,626,577,94,5
2015,1,D,발달상권,1001241,혜화역 대학로_2,CS200034,여관,37527921 ,1068 ,53,47,11,9,9,12,12,31,16,50,3,1,4,17,27,76,24,9,64,17,7,2,0,19924144,17603777,3755313,4303071,2871141,5102052,3892567,11983515,5620262,19789831,1155499,211939,834865,4712825,10822962,28246791,8630661,4457590,22932226,5562767,2784882,800812,80752,608,460,118,127,87,161,115,309,151,540,33,4,38,161,292,810,244,131,667,145,78,20,2,5
2015,1,D,발달상권,1001241,혜화역 대학로_2,CS100003,일식음식점,164192094 ,6390 ,73,27,14,12,14,16,17,18,9,25,0,13,6,22,35,64,37,3,42,28,13,10,3,121513531,42678563,22790447,20109707,24531422,23862336,30219619,28017623,14660940,33375701,244634,22824451,11422421,45294009,51030878,90172719,52894276,2745231,55748267,39796772,22236678,16297342,6242706,4901,1489,964,882,963,1038,1054,901,588,742,15,1628,757,2078,1170,3480,2398,289,2535,1302,860,642,249,3
2015,1,D,발달상권,1001241,혜화역 대학로_2,CS200030,피부관리실,15602137 ,213 ,58,42,1,11,13,18,15,20,22,0,26,15,22,36,1,18,82,4,45,36,7,8,0,8340360,7261777,80541,2119613,1842555,1941369,2356282,4505063,2756714,0,2684765,1782800,4412346,6185290,536936,3585890,12016247,335246,5048599,8514222,914224,789846,0,124,89,3,23,27,38,33,42,47,0,56,32,46,76,3,39,174,9,95,76,15,18,0,1
2015,1,D,발달상권,1001241,혜화역 대학로_2,CS300011,일반의류,173738583 ,1106 ,66,34,10,15,9,18,15,21,13,0,2,15,33,41,9,23,77,0,24,11,10,22,33,112423095,61315488,17002160,32852838,10283274,39659541,12625282,37482508,23832980,0,8637338,44545331,58904217,57169722,4481975,37826439,113260122,334911,9815579,19323712,17804827,40587186,63220346,670,436,107,148,108,198,109,255,181,0,41,209,409,356,91,251,786,6,245,139,124,258,261,10
2015,1,D,발달상권,1001241,혜화역 대학로_2,CS300002,편의점,212855214 ,49235 ,69,31,13,14,14,14,15,17,14,17,15,12,13,23,21,61,39,3,62,20,8,6,1,144518241,68336973,27910016,28780057,28030199,28494726,31303243,36402632,31934341,43760314,25516228,21605893,26033704,48813672,47125403,135883976,73237960,5090972,122041986,44972152,20613002,13628139,2775685,33993,15242,6585,6759,6612,6826,7211,8173,7069,8357,7068,5733,6500,11308,10269,29678,18862,1450,30285,9286,3931,3084,504,1
2015,1,D,발달상권,1001241,혜화역 대학로_2,CS100001,한식음식점,892210724 ,36410 ,71,29,13,15,15,15,14,17,12,14,3,22,10,26,25,63,37,3,46,22,14,12,4,604487660,287723064,107973940,117623597,111975137,126834568,140080418,163156142,124566922,168949804,24188606,119383389,61931673,246620611,271136641,543561800,247390615,13913936,288841013,210013253,141942602,97325904,38915710,25103,11307,4644,4981,4869,5220,5389,6204,5103,4992,1667,8400,4148,10240,6963,22202,11632,1164,15565,7221,4731,3920,1227,19
2015,1,D,발달상권,1001241,혜화역 대학로_2,CS200036,고시원,277590111 ,1199 ,77,23,30,15,3,20,9,21,2,0,4,18,13,37,29,100,0,0,62,6,7,26,0,243212225,34377886,83606185,25413698,13484791,88495162,32212389,25497658,8880228,0,8880228,43174155,37624819,108580389,79330520,277590111,0,0,177393945,26640684,31524354,42031128,0,979,220,392,158,66,263,100,187,33,0,66,224,137,413,359,1199,0,0,718,99,169,213,0,2
2015,1,D,발달상권,1001241,혜화역 대학로_2,CS200024,스포츠클럽,63304362 ,321 ,85,15,31,24,8,17,5,11,5,0,9,12,24,45,11,42,58,0,28,19,19,26,9,55614769,7689593,22896235,13398798,4188252,11569052,3562432,4905310,2784283,0,6106422,7357014,18909202,25340672,5591052,27035257,26509195,0,16400103,7525532,11933984,12180228,5504607,280,41,103,73,29,57,18,31,10,0,30,35,82,140,34,136,162,0,87,59,67,71,18,1
2015,1,D,발달상권,1001241,혜화역 대학로_2,CS200016,당구장,44771171 ,4208 ,68,32,14,14,12,14,15,17,15,18,1,4,9,36,32,89,11,9,53,17,14,4,2,29803889,14967282,5504011,6157752,5474904,5939465,6727757,7792508,7174774,10228236,983858,1127224,3873261,14629375,13929217,38955939,5215689,2909365,22523191,7844384,7333387,2683551,877750,2860,1348,569,579,498,586,628,699,649,801,67,143,405,1499,1293,3638,532,351,2264,692,569,218,77,3
2015,1,D,발달상권,1001241,혜화역 대학로_2,CS100009,호프-간이주점,428502317 ,13812 ,72,28,11,22,12,13,15,16,12,43,0,0,0,9,48,72,28,3,45,36,10,5,1,268490831,160011486,36760351,63238225,62454017,53067211,52971027,95381615,64629871,202728888,2776847,0,0,37985696,185010886,261029638,145140839,6822981,195963658,115725447,55502020,26126124,6030251,8755,5057,1368,1869,1788,1755,1975,2942,2115,5841,72,0,0,1592,6307,8558,4822,517,6942,3480,1456,826,161,14
2015,1,D,발달상권,1001241,혜화역 대학로_2,CS100006,패스트푸드점,372204047 ,50439 ,67,33,13,13,13,14,15,16,16,9,12,25,16,25,13,60,40,3,58,21,10,6,2,245257667,126946380,45447467,48602321,45081653,50540245,55585981,62636331,64310049,35072865,30334533,94164788,63254179,101280671,48097011,203091275,138124516,8440673,189875896,71845059,39608951,24824388,6620824,33912,16527,6603,6699,6383,6972,7255,8205,8322,4535,6152,12712,7970,12372,6698,28687,19485,1339,28200,9956,4836,3116,727,3
2015,1,D,발달상권,1001241,혜화역 대학로_2,CS300021,문구,20694667 ,779 ,100,0,24,19,17,19,21,0,0,0,9,33,38,19,0,51,49,5,48,14,11,17,4,20694667,0,2716809,3583147,5517746,4122200,4754765,0,0,0,824816,6087808,11511457,2270586,0,4374565,2079981,293143,1721463,708058,749807,2605999,376078,779,0,183,152,138,151,155,0,0,0,68,263,291,157,0,288,272,44,269,77,58,95,19,1
2015,1,D,발달상권,1001241,혜화역 대학로_2,CS100002,중식음식점,46875531 ,2409 ,77,23,17,16,15,14,15,13,10,0,0,20,25,47,9,41,59,2,69,19,5,4,1,35704095,11171436,7286094,7209965,7165645,6981187,7061204,6797068,4374368,0,0,7288238,11192979,22364192,6030122,17184646,19452899,447830,23600263,8134031,2285450,1799100,370872,1880,529,403,421,346,354,356,310,219,0,0,471,606,1145,187,765,1150,37,1359,332,92,84,10,3
2015,1,D,발달상권,1001241,혜화역 대학로_2,CS300017,시계및귀금속,70537431 ,876 ,77,23,15,23,9,14,16,23,0,0,0,14,41,45,0,25,75,6,51,19,13,11,1,51125059,19412372,10854291,15963087,5358014,10111135,8838532,19412372,0,0,0,6841296,23601252,40094883,0,28738526,36425261,1296032,19878905,17364959,15875735,10653750,94407,672,204,132,197,80,124,139,204,0,0,0,115,358,403,0,222,625,54,430,158,112,91,4,2
2015,1,D,발달상권,1001241,혜화역 대학로_2,CS200007,치과의원,106233804 ,994 ,89,11,28,17,12,15,17,11,0,0,10,35,43,12,0,52,48,0,15,22,21,19,22,90136770,16097034,32934313,18678281,13303850,9323166,15897160,16097034,0,0,1833461,55835321,35184121,13380901,0,49869951,56363853,0,5081875,23034971,21582141,30203746,26331071,884,110,283,167,121,145,168,110,0,0,96,347,432,119,0,516,478,0,146,217,214,195,222,2
2015,1,D,발달상권,1001241,혜화역 대학로_2,CS100004,양식음식점,219594191 ,14667 ,70,30,15,15,12,13,15,15,16,2,1,28,19,43,7,51,49,2,56,22,10,9,2,150168769,69425422,31176083,31151975,27148676,28686795,32005240,35249854,34175568,12474310,1206347,46018370,37792934,92464674,29637556,106411065,96449875,3173514,116722767,44504557,18327541,15454578,4677985,10331,4336,2263,2155,1814,2012,2087,2076,2260,287,159,3958,2828,6292,1143,7016,6897,260,8002,2858,1280,1203,310,2
2015,1,D,발달상권,1001241,혜화역 대학로_2,CS100007,치킨전문점,4165391 ,507 ,97,3,32,21,17,18,11,3,0,0,0,32,24,44,0,73,27,8,68,5,9,10,1,3983731,181660,1022328,1050884,765362,671605,473552,181660,0,0,0,1509136,830029,1826226,0,2868639,1296752,392309,2682559,242060,424711,334734,89018,485,22,140,122,83,85,55,22,0,0,0,172,103,232,0,355,152,52,321,24,57,45,8,1
2015,1,D,발달상권,1001241,혜화역 대학로_2,CS300028,화초,18510692 ,543 ,69,31,10,15,16,14,15,31,0,1,10,24,28,36,2,46,54,5,45,25,17,6,1,14928912,3581780,1014945,1456967,8439279,1967784,2049937,3581780,0,133825,4505386,3285932,6028891,4366329,190329,4844435,6826318,245709,4777780,3564647,2321629,538177,222812,371,172,53,80,83,77,78,172,0,3,55,133,148,195,9,239,285,27,242,134,88,30,8,3
2015,1,D,발달상권,1001241,혜화역 대학로_2,CS200028,미용실,131207240 ,5857 ,68,32,12,16,12,13,15,18,14,0,2,23,28,40,6,72,28,1,56,22,10,10,2,84398776,46808464,14174180,19504103,14717314,15042984,20960195,25412032,21396432,139640,2034618,24702576,39328109,57295880,7706417,79689665,49580770,1113102,69242432,27979858,14389284,13859938,2685821,3839,2018,732,869,668,678,892,1083,935,4,154,1270,1699,2475,255,4280,1520,56,3271,1247,574,557,97,6
2015,1,D,발달상권,1001241,혜화역 대학로_2,CS100005,제과점,94336004 ,13716 ,68,32,13,14,13,14,14,17,15,1,16,19,26,30,9,37,63,4,44,23,18,10,2,65743336,28592668,13247372,16159750,10613300,12272706,13450208,15181069,13411599,545564,12084886,21668118,26567098,26419739,7050599,32091219,46573584,2973314,31318661,19043539,15361841,7958641,2008806,9342,4374,1736,1970,1778,1920,1938,2274,2100,138,2146,2612,3559,4045,1216,4914,8253,582,5806,2960,2288,1256,276,3
2015,1,D,발달상권,1001241,혜화역 대학로_2,CS200002,외국어학원,51246052 ,272 ,86,14,23,16,24,16,8,14,0,0,6,19,16,49,11,22,78,0,44,25,13,18,1,44315311,6930741,11831803,8193121,13500553,6589173,4200661,6930741,0,0,3381258,10251110,7756971,24150681,5706032,10263754,38871657,0,17873989,14304507,8145374,8399954,411587,235,37,63,48,65,38,21,37,0,0,16,52,43,134,27,58,205,0,114,63,34,47,4,1
2015,1,D,발달상권,1001241,혜화역 대학로_2,CS300015,가방,6611432 ,294 ,78,22,8,21,22,15,12,11,12,0,0,12,49,38,2,11,89,11,56,10,11,8,3,4852729,1758703,370830,574577,547787,1137882,2221653,1158349,600354,0,0,290011,2788772,3492588,40061,328852,5822815,244729,2395121,719587,941370,644059,1206803,226,68,27,52,55,47,45,38,30,0,0,28,141,119,6,36,248,20,147,38,37,30,11,1
2015,1,D,발달상권,1001241,혜화역 대학로_2,CS200041,사진관,50113594 ,2115 ,69,31,19,16,13,9,12,25,7,0,2,28,37,32,1,51,49,3,63,17,8,8,2,31929829,18183765,7185102,6623799,6571139,6068746,5481043,12065421,6118344,0,485253,10662787,19438534,17212244,2314776,19255494,27335470,2093944,32084420,4140941,4361361,3089679,820621,1471,644,378,329,270,235,259,397,247,0,30,458,777,796,54,809,1175,124,1382,185,140,117,35,6
2015,1,D,발달상권,1001241,혜화역 대학로_2,CS200037,노래방,29764343 ,1992 ,62,38,11,13,10,13,15,21,17,33,0,1,5,24,38,67,33,7,69,11,5,6,2,17535522,12228821,3327865,3709273,2630070,3548285,4320029,7235170,4993651,10862900,34265,72764,656504,6175699,11962211,18972195,9449152,1484513,17246506,4346365,2483362,2119029,741574,1208,784,224,250,183,243,308,438,346,703,2,8,73,462,744,1284,653,128,1297,248,104,127,34,4
2015,1,D,발달상권,1001241,혜화역 대학로_2,CS200005,스포츠 강습,9915269 ,59 ,100,0,50,14,10,21,5,0,0,0,0,9,7,60,24,18,82,0,49,33,3,14,0,9915269,0,5801660,1284084,834628,1127760,867137,0,0,0,0,993488,818354,5627463,2475964,1351526,8190319,0,5208229,2570371,574892,1188353,0,59,0,30,11,6,7,5,0,0,0,0,6,4,35,14,7,51,0,33,13,3,9,0,1
2015,1,D,발달상권,1001241,혜화역 대학로_2,CS300022,화장품,403160092 ,8260 ,73,27,15,15,12,16,15,14,12,0,5,20,21,37,18,29,71,2,51,16,10,14,6,334251257,68908835,59556504,82058370,34792685,75269745,82573953,53204018,15704817,0,69737572,136617949,87871285,87787062,21146224,49677196,353482896,3407769,62203417,48190165,48802167,131162327,109394247,6008,2252,1250,1207,1024,1268,1259,1187,1065,0,369,1623,1739,3081,1448,2378,5882,217,4233,1326,838,1205,441,3
