기준_년_코드,기준_분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,서비스_업종_코드,서비스_업종_코드_명,분기당_매출_금액,분기당_매출_건수,주중_매출_비율,주말_매출_비율,월요일_매출_비율,화요일_매출_비율,수요일_매출_비율,목요일_매출_비율,금요일_매출_비율,토요일_매출_비율,일요일_매출_비율,시간대_00~06_매출_비율,시간대_06~11_매출_비율,시간대_11~14_매출_비율,시간대_14~17_매출_비율,시간대_17~21_매출_비율,시간대_21~24_매출_비율,남성_매출_비율,여성_매출_비율,연령대_10_매출_비율,연령대_20_매출_비율,연령대_30_매출_비율,연령대_40_매출_비율,연령대_50_매출_비율,연령대_60_이상_매출_비율,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수,점포수
2021,1,D,발달상권,1001240,혜화역 대학로_1,CS300032,가전제품,691268708 ,2120 ,52,48,20,10,9,6,6,37,11,0,0,16,63,22,0,79,21,1,28,31,25,12,3,359342693,331926015,135881697,72190464,63860085,44131664,43278783,253940397,77985618,0,0,110022886,432398361,148847461,0,548282538,142986170,6137785,195251843,214349463,169817064,82675226,23037327,1243,877,345,234,271,135,258,594,283,0,0,407,1010,703,0,1599,521,25,671,669,408,223,124,2
2021,1,D,발달상권,1001240,혜화역 대학로_1,CS300028,화초,110875396 ,5878 ,48,52,7,9,11,8,14,28,25,0,5,23,28,43,2,43,57,2,43,27,11,12,4,52962749,57912647,7231383,9597571,11754532,9208578,15170685,30793171,27119476,0,5181094,24952562,30852262,47529858,2359620,47457943,62755575,1845036,47734530,30113439,12550253,13231564,4738696,2798,3080,389,481,700,490,738,1636,1444,0,205,1254,1748,2556,115,2313,3543,126,2815,1579,586,598,152,2
2021,1,D,발달상권,1001240,혜화역 대학로_1,CS300019,의료기기,1545589137 ,232 ,100,0,90,0,2,7,1,0,0,0,0,53,47,0,0,100,0,0,0,0,64,1,35,1545589137,0,1390186542,0,34676465,109167308,11558822,0,0,0,0,818471713,727117424,0,0,1545589137,0,0,0,0,992233077,14964546,538391514,232,0,164,0,23,22,23,0,0,0,0,186,46,0,0,232,0,0,0,0,164,23,45,4
2021,1,D,발달상권,1001240,혜화역 대학로_1,CS300018,의약품,1468068026 ,28781 ,97,4,25,20,13,20,19,3,1,0,1,69,23,7,0,87,13,0,7,6,29,30,28,1415977264,52090762,372569363,287292251,193282590,286519263,276313797,36820236,15270526,0,19225743,1011594263,333886489,101223302,2138229,1276506293,191561733,1363915,99707770,88682148,426870287,437314958,414128948,22622,6159,5330,4488,3988,4175,4641,3970,2189,0,2444,6975,8425,10751,186,8122,20659,214,11202,7908,4073,3732,1652,3
2021,1,D,발달상권,1001240,혜화역 대학로_1,CS300016,안경,110325354 ,1783 ,70,30,12,12,16,14,15,19,12,0,4,18,34,44,1,27,73,1,56,23,8,10,3,77003067,33322287,13686310,13329493,17437299,15550124,16999841,20538880,12783407,0,4672561,19460508,37013594,48649270,529421,29723889,80601465,738545,61796896,25246608,8305334,11506348,2731623,1256,527,217,244,282,250,263,297,230,0,66,321,639,750,7,426,1357,21,1058,333,145,186,40,1
2021,1,D,발달상권,1001240,혜화역 대학로_1,CS300011,일반의류,1593336714 ,37266 ,53,47,14,9,9,10,12,20,27,18,0,14,25,39,5,42,58,1,20,24,16,17,23,847586157,745750557,225931087,143267459,135618471,158936515,183832625,310682073,435068484,280929606,674661,227028064,394772847,615078653,74852883,668687233,924649481,13659257,322046450,385663079,247498561,266009211,358460156,23766,13500,4358,4441,4652,4617,5698,7541,5959,78,19,8153,12096,16352,568,12267,24999,470,10996,8042,7454,7078,3226,19
2021,1,D,발달상권,1001240,혜화역 대학로_1,CS300002,편의점,1098351645 ,206149 ,71,29,13,14,15,13,16,15,14,5,13,15,16,30,21,56,42,2,33,28,15,14,6,776593033,321758612,139771234,152606182,160619893,143153749,180441975,168826851,152931761,57401536,143172161,161084026,180670449,331022680,225000793,611863356,458663614,17938774,361391759,307287155,166079808,153118794,64710676,143962,62187,25237,29169,31489,26692,31375,33077,29110,7129,29897,33546,38300,64418,32859,107424,96680,4696,77909,57238,28648,25215,10396,8
2021,1,D,발달상권,1001240,혜화역 대학로_1,CS300001,슈퍼마켓,1151115317 ,65714 ,73,27,17,14,14,14,14,13,13,0,14,18,30,35,3,34,52,0,13,13,14,25,20,844632804,306482513,190954804,166174765,161058411,165395491,161049333,151918463,154564050,0,160666800,205477810,346937516,402654942,35378249,388431563,598482315,3971142,151540899,152381044,165841779,283093381,230085636,47876,17838,9661,9601,9805,8921,9888,8735,9103,0,5379,11353,18749,27316,2917,22765,38983,481,12867,11690,9828,15071,11810,13
2021,1,D,발달상권,1001240,혜화역 대학로_1,CS200037,노래방,9447576 ,533 ,65,35,15,4,13,15,18,23,12,0,0,0,9,78,13,68,27,3,27,26,21,12,7,6178261,3269315,1386373,415667,1245191,1452199,1678831,2125431,1143884,0,0,0,836384,7343567,1267625,6416995,2587414,282142,2530255,2428449,1948261,1115621,699681,314,219,70,27,70,66,81,141,78,0,0,0,66,398,69,321,193,28,172,148,76,71,20,3
2021,1,D,발달상권,1001240,혜화역 대학로_1,CS200029,네일숍,7523868 ,172 ,70,30,8,11,6,24,21,3,27,0,0,17,27,46,10,10,90,0,28,11,26,25,11,5294982,2228886,624236,844554,477357,1806608,1542227,231335,1997551,0,0,1303549,2037944,3447981,734394,767441,6756427,0,2118728,807833,1916769,1872705,807833,128,44,21,25,15,33,34,11,33,0,0,30,52,86,4,18,154,0,64,22,33,45,8,1
2021,1,D,발달상권,1001240,혜화역 대학로_1,CS200028,미용실,387405244 ,7431 ,55,45,9,11,13,9,13,26,20,0,2,21,33,43,1,42,58,1,37,34,14,11,4,211839603,175565641,33950709,44248409,51020727,34042099,48577659,99474246,76091395,0,6155113,82651749,128028541,165426770,5143071,163984303,223420941,3417289,142218917,130663805,54663687,42536402,13905144,4567,2864,840,944,1018,752,1013,1566,1298,0,212,1817,2255,3099,48,4219,3212,65,2902,2496,967,737,264,5
2021,1,D,발달상권,1001240,혜화역 대학로_1,CS200024,스포츠클럽,49554417 ,242 ,100,1,31,26,17,9,16,1,0,0,9,8,6,68,9,79,11,0,25,60,0,4,0,49299573,254844,15354351,13073498,8282430,4587192,8002102,254844,0,0,4587192,3924598,2905222,33550213,4587192,39169524,5224302,0,12423645,29931429,0,2038752,0,229,13,64,63,38,26,38,13,0,0,39,25,25,127,26,204,26,0,89,115,0,25,0,2
2021,1,D,발달상권,1001240,혜화역 대학로_1,CS200016,당구장,7415892 ,445 ,61,39,16,8,6,16,15,20,19,0,0,27,15,47,11,62,38,1,40,21,14,16,9,4519918,2895974,1155203,602804,461633,1171382,1128896,1486418,1409556,0,0,2020019,1088797,3493312,813764,4609610,2806282,84812,2927384,1525988,1037384,1152743,687581,282,163,44,36,33,82,87,65,98,0,0,68,56,257,64,293,152,11,169,77,51,79,58,5
2021,1,D,발달상권,1001240,혜화역 대학로_1,CS200008,한의원,85128836 ,867 ,79,21,0,44,13,17,5,21,0,0,18,40,21,20,0,11,89,0,18,38,29,14,2,66907189,18221647,0,37149460,11356799,14070718,4330212,18221647,0,0,15696330,34302860,17994116,17135530,0,9242134,75886702,5483,15247847,32208481,24524522,11680824,1461679,597,270,0,258,70,210,59,270,0,0,16,478,165,208,0,230,637,5,258,364,87,120,33,1
2021,1,D,발달상권,1001240,혜화역 대학로_1,CS200007,치과의원,130649866 ,1239 ,94,6,12,20,20,13,29,6,0,0,7,17,71,5,0,30,70,0,31,23,20,26,1,122295557,8354309,15404655,26352138,25644596,16854159,38040009,8354309,0,0,9607627,22601526,92059163,6381550,0,39541729,91108137,147507,40746862,29797314,25544291,33475255,938637,1082,157,192,251,255,148,236,157,0,0,142,438,516,143,0,329,910,5,305,418,289,182,40,4
2021,1,D,발달상권,1001240,혜화역 대학로_1,CS200006,일반의원,740143019 ,17894 ,82,18,22,14,10,10,25,18,0,0,15,38,26,21,0,33,65,0,17,19,20,24,18,604048769,136094250,165609387,103958681,76860558,76226013,181394130,136094250,0,0,114141589,281794520,191688898,152518012,0,246086927,482362227,1934620,125139784,142767352,149933974,175802059,132871366,16204,1690,3934,3216,2645,2752,3657,1690,0,0,3709,5046,4794,4345,0,5786,12100,134,4216,4244,2889,3472,2933,6
2021,1,D,발달상권,1001240,혜화역 대학로_1,CS200003,예술학원,67544661 ,127 ,91,9,32,13,14,11,20,0,9,0,0,9,37,55,0,0,100,0,19,0,41,32,7,61233919,6310742,21890387,8973086,9466113,7099585,13804748,0,6310742,0,0,5916321,24651336,36977004,0,0,67544661,0,13015905,0,27708102,21890387,4930267,117,10,30,29,19,10,29,0,10,0,0,10,59,58,0,0,127,0,29,0,48,40,10,5
2021,1,D,발달상권,1001240,혜화역 대학로_1,CS100010,커피-음료,1229224674 ,141603 ,59,41,10,12,14,11,12,22,19,0,2,22,34,39,3,30,68,2,45,28,11,10,3,723603762,505620912,116194017,144042950,173292002,138241489,151833304,268710410,236910502,0,28305901,264397108,421170603,480593659,34757403,362890236,840804691,25287361,546971422,343251884,136405386,116611101,35167775,85695,55908,13516,17341,21357,16349,17132,29490,26418,0,6401,32278,47205,52806,2913,41039,99391,3301,64462,39903,14984,13643,4139,57
2021,1,D,발달상권,1001240,혜화역 대학로_1,CS100009,호프-간이주점,537235344 ,12667 ,60,40,10,13,12,11,15,22,18,0,0,3,3,40,54,49,50,6,53,19,12,7,2,322237953,214997391,51376068,67550921,64848030,59179194,79283740,119148143,95849248,1068007,1072750,17537023,13180167,216798845,287578552,264826483,266673444,31101874,286630200,100366380,65776216,39046703,8578553,7659,5008,1289,1503,1559,1404,1904,2685,2323,54,8,105,195,5694,6611,5891,6731,818,7043,2177,1298,1051,236,16
2021,1,D,발달상권,1001240,혜화역 대학로_1,CS100008,분식전문점,598660055 ,38512 ,64,36,10,11,14,14,15,20,16,0,1,23,21,46,9,43,51,4,34,21,16,13,5,380557446,218102609,60108484,65854455,82532189,82377425,89684893,119926063,98176546,0,8559560,136180945,126214645,274362611,53342294,255497007,302345559,20685639,201893628,128191091,98053795,78275429,30742982,25356,13156,4156,4871,5609,5160,5560,6970,6186,0,787,10696,9092,16210,1727,14328,22992,1838,15255,8985,5287,4336,1617,19
2021,1,D,발달상권,1001240,혜화역 대학로_1,CS100007,치킨전문점,134566728 ,4624 ,67,33,6,9,21,12,19,18,15,1,0,5,8,62,24,42,43,2,26,23,14,16,4,89682624,44884104,7937826,12006335,28020527,15819605,25898331,24413934,20470170,1618105,4559,6540789,10574993,83247617,32580665,56484092,58336058,3269912,35332525,30314667,18963569,21498367,5441112,3018,1606,373,523,668,545,909,836,770,87,5,245,393,2727,1167,2093,2243,126,1607,1115,642,698,147,4
2021,1,D,발달상권,1001240,혜화역 대학로_1,CS100006,패스트푸드점,733347829 ,94136 ,73,27,13,15,16,15,15,14,13,2,9,26,19,33,12,51,44,2,31,26,18,13,5,536797061,196550768,92200179,112929140,115770626,107431057,108466059,101840945,94709823,14004280,62355688,187013828,138635846,243019516,88318671,372523288,324787420,14149953,230433680,189911709,133940590,91426993,37447784,68131,26005,12162,13998,15209,12681,14081,13534,12471,1510,9347,22755,18307,30744,11473,47249,45479,2114,32484,25431,16699,11225,4774,7
2021,1,D,발달상권,1001240,혜화역 대학로_1,CS100005,제과점,161056896 ,17182 ,55,45,8,10,13,11,13,24,21,0,0,14,34,44,7,33,66,4,47,21,12,11,3,88531534,72525362,12065754,16253704,21510134,17797831,20904111,38694229,33831133,91450,324662,23235575,55336449,71479451,10589309,52315209,105587925,6749144,75801943,33149775,19969611,17892527,4340134,9756,7426,1396,1785,2229,2035,2311,3938,3488,6,52,2590,5462,7485,1587,5803,11267,954,8478,3444,1992,1765,437,12
2021,1,D,발달상권,1001240,혜화역 대학로_1,CS100004,양식음식점,1030425713 ,31502 ,60,40,9,11,12,13,15,22,18,0,0,25,18,48,9,39,54,3,35,23,16,13,4,615557671,414868042,92861757,110333103,127966018,128469106,155927687,226496255,188371787,1608151,2158519,254109028,182211661,493446885,96891469,399890705,553213855,26901754,356409324,238359402,163553048,130021819,37859211,19283,12219,3298,3740,4033,3857,4355,6489,5730,12,87,9125,6093,14532,1653,12100,17889,1052,11547,7912,4687,3638,1154,36
2021,1,D,발달상권,1001240,혜화역 대학로_1,CS100003,일식음식점,1345071722 ,38176 ,64,36,7,13,15,15,13,20,17,0,0,26,11,57,6,41,46,1,41,24,9,9,2,857026975,488044747,95466083,180623906,201920640,199814524,179201822,263949247,224095500,0,0,343320643,151328457,764452130,85970492,546536792,622877598,17341646,557022078,325647037,125024427,118696364,25682838,23897,14279,3575,4682,5322,5450,4868,7414,6865,0,0,9948,5462,20981,1785,15384,20049,907,16730,8993,4111,3821,875,11
2021,1,D,발달상권,1001240,혜화역 대학로_1,CS100002,중식음식점,70888410 ,2794 ,55,45,8,10,12,12,14,20,24,0,0,16,10,55,19,48,47,9,52,15,10,8,1,39231418,31656992,5341326,6932607,8809015,8358931,9789539,14471083,17185909,258301,0,11019223,6952256,39203787,13454843,34252733,33207799,6380659,36884945,10810453,7315962,5545167,523347,1559,1235,214,294,349,305,397,579,656,17,0,585,406,1427,359,1186,1545,311,1485,431,257,223,24,9
2021,1,D,발달상권,1001240,혜화역 대학로_1,CS100001,한식음식점,2291811040 ,70292 ,66,34,11,13,14,13,15,18,16,0,1,21,12,55,11,46,45,2,37,22,12,12,6,1511285741,780525299,254361677,304360373,321411428,286783716,344368547,419757634,360767665,87224,22799975,486070896,270245109,1266500188,246107648,1057289092,1019619731,48293799,841028328,498482312,273271870,278471838,137360677,47475,22817,8632,9826,10254,8930,9833,12013,10804,5,1167,20593,10525,33339,4663,32184,33776,1925,25247,15349,9412,9342,4684,39
2021,2,D,발달상권,1001240,혜화역 대학로_1,CS300032,가전제품,357374410 ,1787 ,38,62,7,7,12,5,7,29,33,0,0,20,53,27,0,76,24,2,35,22,22,17,2,134656606,222717804,24548677,25065090,42132570,18139744,24770525,104321400,118396404,0,0,70163023,189679758,97531629,0,271835310,85539100,8263633,124471421,78008881,79418272,59001056,8211147,940,847,112,198,271,198,161,430,417,0,0,333,875,579,0,1300,487,62,675,337,339,299,75,2
2021,2,D,발달상권,1001240,혜화역 대학로_1,CS300028,화초,133091293 ,6822 ,56,44,7,10,11,11,17,26,18,0,3,19,29,44,5,38,62,3,45,25,14,10,3,74810494,58280799,9087436,13268309,14332745,15008477,23113527,35023301,23257498,0,3928240,25070632,38781023,58839268,6472130,49608102,81113518,3625759,59129310,32545274,17598048,13478177,4345053,3791,3031,467,559,751,792,1222,1746,1285,0,177,1319,1975,3069,282,2414,4347,255,3288,1610,772,640,197,2
2021,2,D,발달상권,1001240,혜화역 대학로_1,CS300019,의료기기,990850890 ,188 ,100,0,38,1,0,59,3,0,0,0,0,5,95,0,0,100,0,0,0,0,99,0,1,990850890,0,372228298,4953781,0,588280685,25388126,0,0,0,0,50702133,940148757,0,0,990850890,0,0,0,0,977640808,0,13210082,188,0,47,23,0,95,23,0,0,0,0,93,95,0,0,188,0,0,0,0,141,0,47,4
2021,2,D,발달상권,1001240,혜화역 대학로_1,CS300018,의약품,1104008140 ,35171 ,94,6,17,8,28,25,16,5,2,0,2,45,42,10,1,80,20,0,10,9,25,38,19,1033395467,70612673,182616385,87876758,308770178,277087123,177045023,52703299,17909374,0,24808899,495523529,462241555,115077165,6356992,881384125,222624015,4204876,111461558,93787460,270208640,419853969,204491637,27415,7756,6254,5576,4208,6057,5320,5286,2470,0,2809,8180,10258,13152,772,9706,25465,556,12878,10211,5365,4349,1812,3
2021,2,D,발달상권,1001240,혜화역 대학로_1,CS300016,안경,131624618 ,2122 ,67,33,14,10,13,13,18,14,19,0,2,26,31,41,0,32,68,1,48,22,8,17,4,88235072,43389546,18018030,12933417,16692884,17559112,23031629,17950498,25439048,0,2507605,34307831,41022155,53787027,0,41643946,89980672,833838,63497800,28736643,10413598,22347136,5795603,1408,714,301,247,295,274,291,318,396,0,50,480,674,918,0,646,1476,13,1163,439,152,297,58,1
2021,2,D,발달상권,1001240,혜화역 대학로_1,CS300011,일반의류,2122331883 ,57616 ,64,36,13,11,13,12,15,19,18,0,0,20,31,44,5,32,68,1,25,25,21,20,8,1349998124,772333759,269534600,237371145,275671088,246343132,321078159,392642155,379691604,0,0,417380288,665345372,932982535,106623688,683333279,1438998604,22494133,538133548,534187824,434493730,416616056,176406592,36363,21253,6355,6667,8327,6383,8631,10597,10656,0,39,12190,17570,24844,2973,17378,40238,826,16910,14750,11058,10660,3412,19
2021,2,D,발달상권,1001240,혜화역 대학로_1,CS300002,편의점,1360040741 ,269011 ,70,30,12,13,15,15,17,16,14,5,12,14,16,29,23,55,45,2,36,27,15,14,6,957974788,402065953,158972752,178318111,199374029,197508854,223801042,214301507,187764446,70572099,168410762,187283804,221076021,396662864,316035191,726496256,602306798,29939012,481408782,359840858,194454492,185497448,77662461,187005,82006,30719,36030,41582,38016,40658,43176,38830,10097,37027,42600,49944,82657,46686,133640,133793,8010,108353,69967,35309,33387,12404,8
2021,2,D,발달상권,1001240,혜화역 대학로_1,CS300001,슈퍼마켓,1129101447 ,73735 ,70,30,16,14,12,14,15,15,15,0,13,19,26,35,8,41,59,0,14,14,19,29,24,791551558,337549889,175276513,157336957,134938545,154584131,169415412,171297688,166252201,0,150810133,208708556,290725255,391782188,87075315,409697397,589033410,3087340,140444701,136320847,192700462,284533277,241644178,51395,22340,9554,10575,10100,10412,10754,11114,11226,0,5447,14984,19124,26508,7672,28321,41660,586,13655,12792,12810,16060,14077,13
2021,2,D,발달상권,1001240,혜화역 대학로_1,CS200037,노래방,12253859 ,684 ,50,50,8,9,11,16,7,27,23,0,0,0,9,69,22,58,42,5,29,33,19,9,6,6153642,6100217,957220,1064290,1315497,1990843,825792,3282262,2817955,0,0,0,1086006,8435587,2732266,6657594,4787109,541538,3295751,3796807,2116962,981293,712353,362,322,47,66,93,97,59,145,177,0,0,0,85,467,132,354,321,43,229,209,106,52,37,3
2021,2,D,발달상권,1001240,혜화역 대학로_1,CS200029,네일숍,19428396 ,405 ,55,45,15,10,8,13,10,20,25,0,0,21,40,36,3,8,92,0,28,26,24,20,3,10700121,8728275,2878824,1858017,1472460,2507956,1982864,3884946,4843329,0,0,4057527,7736843,7017135,616891,1468788,17959608,0,5474907,4960832,4575275,3921666,495716,250,155,74,44,44,44,44,62,93,0,0,70,151,166,18,36,369,0,133,139,63,59,11,1
2021,2,D,발달상권,1001240,혜화역 대학로_1,CS200028,미용실,423370070 ,8185 ,62,38,10,10,14,12,17,23,15,0,1,21,34,41,3,40,60,1,35,35,17,9,4,262591317,160778753,40153402,44119398,58168790,49982365,70167362,97864064,62914689,0,5835348,88156789,141677253,174475407,13225273,168914803,254455267,2648248,146482412,147310873,73315685,36652267,16960585,5460,2725,913,984,1188,889,1486,1551,1174,0,197,1866,2652,3317,153,4433,3752,100,3245,2674,1029,823,314,5
2021,2,D,발달상권,1001240,혜화역 대학로_1,CS200024,스포츠클럽,156935144 ,446 ,98,2,18,13,10,45,13,2,0,0,3,29,14,51,3,69,31,0,40,33,10,13,5,154259282,2675862,28481022,19877832,14908374,70528080,20463974,2675862,0,0,4536223,44852545,22479446,80505222,4561708,107750251,49184893,0,62920986,51707849,14897837,19635730,7772742,433,13,102,76,90,101,64,13,0,0,51,88,50,231,26,267,179,0,217,89,25,102,13,2
2021,2,D,발달상권,1001240,혜화역 대학로_1,CS200016,당구장,14374323 ,856 ,55,45,10,12,10,14,9,26,19,0,0,17,28,43,12,54,46,6,41,17,6,14,16,7876066,6498257,1479233,1677583,1441299,2056680,1221271,3796319,2701938,0,0,2455469,3993171,6198315,1727368,7710956,6663367,865502,5943062,2376060,805174,2053001,2331524,506,350,94,110,97,132,73,168,182,0,0,111,202,425,118,505,351,43,332,119,75,153,134,5
2021,2,D,발달상권,1001240,혜화역 대학로_1,CS200008,한의원,82254822 ,1107 ,80,20,0,36,1,26,17,20,0,0,9,41,29,21,0,12,89,0,55,19,9,13,5,66137972,16116850,0,29478112,653534,21707528,14298798,16116850,0,0,7392281,33821482,23640715,17400344,0,9455409,72799413,223693,44843289,15422197,7405988,10509726,3849929,756,351,0,291,54,252,159,351,0,0,120,495,279,213,0,252,855,33,545,335,48,87,59,1
2021,2,D,발달상권,1001240,혜화역 대학로_1,CS200007,치과의원,159269779 ,1308 ,84,16,9,5,28,21,21,16,0,0,21,21,47,11,0,37,63,0,21,21,24,29,5,133811041,25458738,14398657,8578028,45142573,32905878,32785905,25458738,0,0,33236294,33684223,74275220,18074042,0,59424700,99845079,393352,34149854,33057319,38150738,45873225,7645291,1101,207,207,261,225,177,231,207,0,0,207,477,447,177,0,433,875,10,329,335,338,246,50,4
2021,2,D,발달상권,1001240,혜화역 대학로_1,CS200006,일반의원,699047104 ,21111 ,88,13,20,14,10,15,29,13,0,0,22,34,25,20,0,29,72,0,18,19,21,20,22,611912910,87134194,136558272,97407447,71122653,107021684,199802854,87134194,0,0,153763060,233957669,171214510,140111865,0,199032066,500015038,2444410,125068824,130421520,148225188,139715791,153171371,19125,1986,4840,3682,2576,3823,4204,1986,0,0,4311,5797,6032,4971,0,7116,13995,218,5115,4935,3427,3923,3493,6
2021,2,D,발달상권,1001240,혜화역 대학로_1,CS200003,예술학원,47330564 ,99 ,77,23,45,0,4,23,4,19,4,0,0,4,21,45,30,0,100,0,0,0,55,45,0,36286766,11043798,21298754,0,1972107,11043798,1972107,9071691,1972107,0,0,1972107,9860535,21298753,14199169,0,47330564,0,0,0,26031810,21298754,0,69,30,30,0,10,19,10,20,10,0,0,10,39,30,20,0,99,0,0,0,69,30,0,5
2021,2,D,발달상권,1001240,혜화역 대학로_1,CS100010,커피-음료,1747774279 ,216714 ,58,42,8,10,15,12,13,23,19,0,3,23,33,37,4,29,71,3,45,28,11,10,3,1006621975,741152304,132790978,181168604,258752184,201987498,231922711,401407429,339744875,0,55442555,397104968,581413391,653445951,60367414,506721942,1215433930,45761835,772771256,473669725,193599555,177233865,59119633,130362,86352,17503,23935,33566,26508,28850,46100,40252,0,12298,50290,71320,77053,5753,63003,152231,6401,96796,60032,22821,22061,7127,58
2021,2,D,발달상권,1001240,혜화역 대학로_1,CS100009,호프-간이주점,657156110 ,15745 ,63,37,11,11,14,12,16,22,16,0,0,2,2,32,64,51,49,7,54,16,11,10,3,413602147,243553963,69434809,71635574,90938671,76397275,105195818,141332476,102221487,2803051,1145892,11765303,14123894,207062512,420255458,336169101,318080506,46025888,350516877,102980682,73472328,62435989,18817844,9904,5841,1661,1689,2146,1896,2512,3426,2415,89,8,146,214,5235,10053,7635,8066,1046,8571,2429,1678,1621,356,14
2021,2,D,발달상권,1001240,혜화역 대학로_1,CS100008,분식전문점,783557693 ,49465 ,66,34,10,12,16,14,15,18,16,0,2,21,16,46,15,43,57,5,33,25,18,14,6,519985952,263571741,77753131,91676925,123948123,110904809,115702964,139693482,123878259,53859,16628585,166038237,125263194,356179346,119394472,323208954,421257780,33707565,247055694,184537973,133715421,102676011,42774074,34525,14940,5201,6405,8025,7173,7721,7833,7107,7,3107,11745,9334,20589,4683,17522,31057,2992,18100,11836,7581,6077,1991,17
2021,2,D,발달상권,1001240,혜화역 대학로_1,CS100007,치킨전문점,222905212 ,7877 ,62,38,7,13,15,12,15,23,16,1,0,3,9,48,38,46,54,2,36,24,17,15,5,138171675,84733537,16401252,29550899,33066242,26136667,33016615,50289906,34443631,2956665,0,7351805,19135550,107798267,85662925,95155546,111112104,4630615,74538629,50405600,34742714,31714260,10235834,4862,3015,646,1018,1113,956,1129,1754,1261,166,0,311,632,4117,2651,3300,4243,252,2989,1693,1143,1189,278,4
2021,2,D,발달상권,1001240,혜화역 대학로_1,CS100006,패스트푸드점,853417477 ,116450 ,72,28,13,14,16,15,15,14,14,2,8,25,18,33,14,50,50,2,35,27,18,12,5,617943178,235474299,107304117,120864502,134696924,126301442,128776193,119413185,116061114,19415298,67046599,216498837,151726906,278204440,120525397,413457503,417111838,19076091,291247369,226212449,149112590,103333954,41586886,84261,32189,14668,16773,18205,17001,17614,16280,15909,2396,10885,28654,21321,36838,16356,55125,60292,3149,42954,30999,18975,13533,5805,7
2021,2,D,발달상권,1001240,혜화역 대학로_1,CS100005,제과점,190512633 ,19435 ,55,45,7,9,13,11,13,23,22,0,0,16,34,43,7,32,68,5,50,21,13,9,2,104489100,86023533,14174895,18001947,25359039,21547411,25405808,44432531,41591002,0,526036,30972343,63766704,82741142,12506408,60772492,129740141,10275129,95983194,39711500,24640119,16627341,3275350,11068,8367,1427,1958,2647,2342,2694,4137,4230,0,42,3073,5873,8323,2124,6402,13033,1280,9689,3855,2337,1874,400,11
2021,2,D,발달상권,1001240,혜화역 대학로_1,CS100004,양식음식점,1552789887 ,46129 ,57,43,8,10,14,11,14,23,20,0,0,22,16,48,14,42,58,3,39,25,17,13,4,878526450,674263437,119346037,155240613,214045624,167569067,222325109,362827115,311436322,4084098,2016725,346029818,244708494,741468875,214481877,599258433,835368521,35930581,556796522,359079433,244298255,186956516,51565648,27601,18528,4088,4673,6726,5537,6577,9704,8824,6,120,12446,7797,21423,4337,17108,26881,1426,17595,11041,7023,5385,1518,35
2021,2,D,발달상권,1001240,혜화역 대학로_1,CS100003,일식음식점,1551554409 ,44175 ,61,40,6,12,15,12,15,20,19,0,0,25,10,57,9,41,60,2,48,26,12,10,2,938396478,613157931,92709209,192054223,234077980,189292985,230262081,315423205,297734726,0,0,381732921,153656886,880105361,136059241,542553731,795860866,26562629,637034101,353009425,153900562,137647577,30260305,26053,18122,3175,5249,6111,5340,6178,9112,9010,0,0,10761,6001,24069,3344,15453,25592,1165,19836,10106,4992,4106,841,9
2021,2,D,발달상권,1001240,혜화역 대학로_1,CS100002,중식음식점,94074109 ,3549 ,61,39,10,12,15,10,16,21,18,1,0,14,11,54,20,48,53,9,50,19,11,9,2,57384477,36689632,9056975,11168353,13650594,8955808,14552747,19677688,17011944,449682,0,13157874,10504168,50756802,19205583,44581136,49177557,8532154,46498117,17905036,10423082,8733271,1667033,2145,1404,244,489,527,382,503,782,622,9,0,725,508,1848,459,1342,2194,388,1753,582,380,366,66,8
2021,2,D,발달상권,1001240,혜화역 대학로_1,CS100001,한식음식점,2781474088 ,87593 ,66,34,11,13,14,12,16,18,16,0,1,20,11,52,17,48,52,3,40,24,14,14,6,1832098031,949376057,307347028,358755109,385300792,345040330,435654772,498536970,450839087,185476,22713648,549932051,292309361,1440574109,475759443,1235002884,1317119743,69729512,1011104446,618883326,355922374,344203925,152279044,58866,28727,10113,11106,12992,11284,13371,14670,14057,6,1146,25025,12485,39697,9234,38677,44572,2711,31377,19733,12134,11706,5590,39
