"prfnmfct","prfnmplc","seatcnt","prfprocnt","prfdtcnt","totnmrs","year_q"
"업스테이지(UP Stage)","업스테이지(UP Stage)","153","0","142","1029","2020-1"
"문래재즈IN","문래재즈IN","60","7","7","210","2020-1"
"The Nora stage Y(더노라 스테이지와이)","The Nora stage Y(더노라 스테이지와이)","100","5","5","42","2020-1"
"코리아블루스씨어터","코리아블루스씨어터","50","2","2","12","2020-1"
"매지클","매지클","18","0","25","84","2020-1"
"브이매직홀","브이매직홀","60","0","34","324","2020-1"
"롯데백화점 [영등포]","문화홀","374","1","3","68","2020-1"
"잔디마당","잔디마당","616","0","0","0","2020-1"
"노들섬","라이브하우스","750","1","2","658","2020-1"
"뮤직라운지: 류","뮤직라운지: 류","0","0","0","0","2020-1"
"다목적 홀: 숲","다목적 홀: 숲","0","0","0","0","2020-1"
"3층 테라스","3층 테라스","0","0","0","0","2020-1"
"프리즘홀(프리즘플러스)","프리즘홀","120","1","1","5","2020-1"
"유나이티드 컬쳐센터 & 갤러리","갤러리(음악홀)","200","1","1","285","2020-1"
"에반스라운지","에반스라운지","120","1","1","30","2020-1"
"라율아트홀","라율아트홀","60","4","4","10","2020-1"
"문화마당","문화마당","10000","0","0","0","2020-1"
"T1 1번 탱크 파빌리온","T1 1번 탱크 파빌리온","200","0","0","0","2020-1"
"2번 탱크 실내공연장","2번 탱크 실내공연장","300","0","0","0","2020-1"
"T2 야외무대","T2 야외무대","400","0","0","0","2020-1"
"4번 탱크","4번 탱크","250","0","0","0","2020-1"
"문화비축기지","원형회의실","30","1","3","40","2020-1"
"정동1928아트센터","이벤트홀","150","1","1","98","2020-1"
"광야아트센터","광야아트센터","212","1","40","5341","2020-1"
"대학로 판타스틱전용관","대학로 판타스틱전용관","401","0","12","42","2020-1"
"통의동클래식","Hall(홀)","40","2","2","16","2020-1"
"클럽 MODECi(모데시)","클럽 MODECi(모데시)","0","1","1","50","2020-1"
"로즈아트홀","로즈아트홀","76","0","38","26","2020-1"
"문악HOM","문악HOM","20","2","4","147","2020-1"
"송파브이아트홀","송파브이아트홀","101","0","130","3637","2020-1"
"카페쇼파르","카페쇼파르","0","1","1","50","2020-1"
"갤러리롤랑","갤러리롤랑","0","1","2","25","2020-1"
"그레뱅뮤지엄","그레뱅뮤지엄","120","0","69","9415","2020-1"
"스튜디오 까에","스튜디오 까에","100","1","1","300","2020-1"
"벨그라데 스튜디오(Belgrade Studio)","벨그라데 스튜디오(Belgrade Studio)","30","1","1","27","2020-1"
"성북정보도서관","천장산우화극장","80","1","8","69","2020-1"
"에피소드 성수 101","에피소드 성수 101","0","1","1","15","2020-1"
"스페이스 나인","스페이스 나인","0","1","5","85","2020-1"
"현대백화점 문화홀 [목동]","현대백화점 문화홀 [목동]","530","2","5","204","2020-1"
"엘라의 거실","엘라의 거실","0","1","1","43","2020-1"
"서울시민청","바스락홀","100","1","2","35","2020-1"
"카비네","카비네","10","1","8","16","2020-1"
"이웃집마녀","이웃집마녀","10","1","5","27","2020-1"
"프리버드 라이브홀","프리버드 라이브홀","300","1","1","20","2020-1"
"판시어터","판시어터","388","1","2","4","2020-1"
"연희정원","연희정원","90","1","2","0","2020-1"
"애프터눈레코드","애프터눈레코드","0","1","1","2","2020-1"
"복합문화공간 미인도","복합문화공간 미인도","50","1","5","7","2020-1"
"씨어터 쿰","씨어터 쿰","111","1","8","21","2020-1"
"성수 소극장","성수 소극장","100","1","4","20","2020-1"
"아르코예술극장","대극장","600","8","27","4718","2020-1"
"아르코예술극장","소극장","110","11","52","3632","2020-1"
"3층 테라스","3층 테라스","0","0","0","0","2020-1"
"1층 로비","1층 로비","0","0","0","0","2020-1"
"스튜디오 다락","스튜디오 다락","0","0","0","0","2020-1"
"대학로예술극장","대극장","504","6","35","4180","2020-1"
"대학로예술극장","소극장","132","10","66","5951","2020-1"
"3관 [폐관]","3관 [폐관]","163","0","0","0","2020-1"
"후암스테이지","1관 (구. 마라카 3관, 오씨어터)","115","6","65","1019","2020-1"
"2관","2관","0","0","0","0","2020-1"
"타이니앨리스","타이니앨리스","144","0","71","667","2020-1"
"아스가르드 씨어터(구. 낙산씨어터)","아스가르드 씨어터(구. 낙산씨어터)","100","0","98","528","2020-1"
"예술의전당","CJ 토월극장","1004","3","6","2485","2020-2"
"예술의전당","리사이틀홀","354","54","54","14409","2020-2"
"예술의전당","콘서트홀","2527","16","16","18063","2020-2"
"예술의전당","자유소극장","241","6","40","3973","2020-2"
"예술의전당","IBK챔버홀","600","21","21","8990","2020-2"
"오페라극장","오페라극장","2283","0","0","0","2020-2"
"신세계스퀘어 야외무대","신세계스퀘어 야외무대","1000","0","0","0","2020-2"
"인춘아트홀","인춘아트홀","130","0","0","0","2020-2"
"1101어린이라운지","1101어린이라운지","0","0","0","0","2020-2"
"서예박물관 ","서예박물관 ","0","0","0","0","2020-2"
"N스튜디오(국립예술단체공연연습장) 공용1","N스튜디오(국립예술단체공연연습장) 공용1","20","0","0","0","2020-2"
"구. LG아트센터","구. LG아트센터","1103","4","5","904","2020-2"
"국립극장","하늘극장","627","1","1","271","2020-2"
"별오름극장","별오름극장","100","0","0","0","2020-2"
"해오름극장","해오름극장","1221","0","0","0","2020-2"
"달오름극장","달오름극장","512","0","0","0","2020-2"
"연습실","연습실","0","0","0","0","2020-2"
"국립정동극장","국립정동극장","326","1","23","918","2020-2"
"정동마루","정동마루","60","0","0","0","2020-2"
"국립국악원","예악당","706","1","2","428","2020-2"
"국립국악원","우면당","231","1","4","111","2020-2"
"국립국악원","풍류사랑방","130","3","10","88","2020-2"
"연희마당","연희마당","700","0","0","0","2020-2"
"진악당(폐관)","진악당(폐관)","600","0","0","0","2020-2"
"유니버설아트센터","유니버설아트센터","1084","1","2","489","2020-2"
"디큐브아트센터","디큐브씨어터","1242","1","21","15727","2020-2"
"스페이스 신도림(폐관)","스페이스 신도림(폐관)","500","0","0","0","2020-2"
"샤롯데씨어터","샤롯데씨어터","1230","1","77","56078","2020-2"
"소극장 블루","소극장 블루","218","0","0","0","2020-2"
"대공연장","대공연장","1255","0","0","0","2020-2"
"충무아트센터","중극장 블랙","325","1","92","14479","2020-2"
"컨벤션센터","컨벤션센터","200","0","0","0","2020-2"
"세종문화회관","세종대극장","3022","4","25","31429","2020-2"
"세종문화회관","세종체임버홀","443","26","27","4621","2020-2"
"세종문화회관","세종M씨어터","609","3","3","1377","2020-2"
"세종문화회관","세종S씨어터","300","1","1","151","2020-2"
"뜨락(야외공간)(폐관)","뜨락(야외공간)(폐관)","0","0","0","0","2020-2"
"세종예술아카데미(스퀘어홀)","세종예술아카데미(스퀘어홀)","94","0","0","0","2020-2"
"세종예술아카데미(서클홀)","세종예술아카데미(서클홀)","50","0","0","0","2020-2"
"세종예술아카데미(오픈스테이지)","세종예술아카데미(오픈스테이지)","100","0","0","0","2020-2"
"블루스퀘어","신한카드홀(구. 인터파크홀)","1766","0","79","46254","2020-2"
"블루스퀘어","Mastercard Hall(구.아이마켓홀)","1373","1","1","675","2020-2"
"카오스홀","카오스홀","266","0","0","0","2020-2"
"NEMO","NEMO","0","0","0","0","2020-2"
"노원문화예술회관","대공연장","608","2","2","410","2020-2"
"소공연장","소공연장","292","0","0","0","2020-2"
"세라믹팔레스홀","세라믹팔레스홀","440","1","1","6","2020-2"
"KT&G 상상마당 대치아트홀","KT&G 상상마당 대치아트홀","422","1","62","1237","2020-2"
"윤당아트홀","1관","260","3","3","3","2020-2"
"2관","2관","150","0","0","0","2020-2"
"백암아트홀","백암아트홀","417","2","76","13362","2020-2"
"한국문화의집 KOUS","한국문화의집 KOUS","234","1","2","0","2020-2"
"롤링홀","롤링홀","200","13","13","908","2020-2"
"CJ아지트 광흥창","CJ아지트 광흥창","250","2","2","79","2020-2"
"홍대난타극장(구. 뮤직쇼웨딩 전용관)","홍대난타극장(구. 뮤직쇼웨딩 전용관)","323","0","3","0","2020-2"
"JTN 아트홀(구. 대학로예술마당)","2관","210","0","28","66","2020-2"
"1관","1관","230","0","0","0","2020-2"
"JTN 아트홀(구. 대학로예술마당)","4관","208","0","33","179","2020-2"
"JTN 아트홀(구. 대학로예술마당)","3관","208","0","15","31","2020-2"
"한성아트홀(구. 인켈아트홀)","2관","155","1","1","9","2020-2"
"한성아트홀(구. 인켈아트홀)","1관","245","0","20","76","2020-2"
"코엑스","신한카드 아티움","1004","0","1","0","2020-2"
"아트홀","아트홀","200","0","0","0","2020-2"
"오디토리움","오디토리움","1080","0","0","0","2020-2"
"컨퍼런스룸(남)","컨퍼런스룸(남)","450","0","0","0","2020-2"
"K팝 광장(동문)","K팝 광장(동문)","0","0","0","0","2020-2"
"D홀","D홀","7000","0","0","0","2020-2"
"그랜드볼룸","그랜드볼룸","1800","0","0","0","2020-2"
"Hall C","Hall C","0","0","0","0","2020-2"
"나온씨어터","나온씨어터","95","2","19","535","2020-2"
"한양레퍼토리씨어터","한양레퍼토리씨어터","0","2","28","1511","2020-2"
"경복궁아트홀","경복궁아트홀","180","1","2","7","2020-2"
"예술나무씨어터(구. 상상나눔씨어터)","예술나무씨어터(구. 상상나눔씨어터)","232","1","2","53","2020-2"
"하나투어 브이홀","하나투어 브이홀","250","1","1","2","2020-2"
"물빛극장","물빛극장","0","0","0","0","2020-2"
"풀빛극장(오아시스극장)","풀빛극장(오아시스극장)","0","0","0","0","2020-2"
"미마지아트센터","눈빛극장","282","0","12","423","2020-2"
"삼일로창고극장","삼일로창고극장","50","2","11","115","2020-2"
"가나의집열림홀","가나의집열림홀","143","2","11","227","2020-2"
"케이아트 디딤홀","케이아트 디딤홀","120","1","1","19","2020-2"
"선돌극장","선돌극장","130","4","49","683","2020-2"
"아티스탄홀","아티스탄홀","300","0","121","1025","2020-2"
"티오엠씨어터(구. 문화공간필링)","1관","335","2","91","13038","2020-2"
"티오엠씨어터(구. 문화공간필링)","2관","249","0","7","535","2020-2"
"연습실A","연습실A","0","0","0","0","2020-2"
"시네코아 쉐프 전용관(구. 시네코아 비밥 전용관)","시네코아 쉐프 전용관(구. 시네코아 비밥 전용관)","378","0","33","0","2020-2"
"영산아트홀","영산아트홀","598","20","20","735","2020-2"
"두산아트센터","Space111","0","3","36","1903","2020-2"
"두산아트센터","연강홀","622","1","42","5921","2020-2"
"로비","로비","0","0","0","0","2020-2"
"지인시어터(구. 알과핵소극장)","지인시어터(구. 알과핵소극장)","176","2","7","32","2020-2"
"씨어터조이 (구. 마당세실극장)","씨어터조이 (구. 마당세실극장)","80","1","24","48","2020-2"
"봄날아트홀(구. 아리랑소극장)","2관(지하2층)","129","0","136","1708","2020-2"
"봄날아트홀(구. 아리랑소극장)","1관(지하1층)","123","0","41","110","2020-2"
"북촌아트홀","북촌아트홀","140","1","29","113","2020-2"
"열린극장","열린극장","160","1","49","2953","2020-2"
"연우소극장","연우소극장","80","5","65","1318","2020-2"
"북촌나래홀","북촌나래홀","160","0","20","74","2020-2"
"남산골한옥마을","서울남산국악당 크라운해태홀","302","1","1","0","2020-2"
"민씨가옥","민씨가옥","50","0","0","0","2020-2"
"천우각무대","천우각무대","100","0","0","0","2020-2"
"일대","일대","0","0","0","0","2020-2"
"서울남산국악당 야외마당","서울남산국악당 야외마당","0","0","0","0","2020-2"
"체험실","체험실","0","0","0","0","2020-2"
"명동난타극장","명동난타극장","386","0","1","4","2020-2"
"부암아트홀","부암아트홀","120","1","1","1","2020-2"
"윈씨어터(구. 대학로갈갈이홀)","윈씨어터(구. 대학로갈갈이홀)","168","0","176","2956","2020-2"
"학전","블루소극장","194","1","11","293","2020-2"
"그린소극장(폐관)","그린소극장(폐관)","180","0","0","0","2020-2"
"파랑씨어터 (구. 도향아트홀, 뮤디스홀)","파랑씨어터 (구. 도향아트홀, 뮤디스홀)","163","0","74","408","2020-2"
"대학로 마로니에소극장(플레이더씨어터)","대학로 마로니에소극장(플레이더씨어터)","130","0","19","32","2020-2"
"대학로단막극장","대학로단막극장","66","1","39","131","2020-2"
"구로아트밸리","예술극장","579","1","3","605","2020-2"
"대학로 자유극장 (자유문화발전소)","대학로 자유극장 (자유문화발전소)","233","0","41","8137","2020-2"
"마포아트센터","아트홀맥","733","1","1","290","2020-2"
"플레이맥","플레이맥","201","0","0","0","2020-2"
"스튜디오3","스튜디오3","120","0","0","0","2020-2"
"용산아트홀","대극장 미르","787","1","1","0","2020-2"
"소극장 가람","소극장 가람","304","0","0","0","2020-2"
"1관","1관","168","0","0","0","2020-2"
"세우아트센터","2관","102","1","20","62","2020-2"
"산울림소극장","산울림소극장","100","2","17","172","2020-2"
"틴틴홀","틴틴홀","228","0","255","17581","2020-2"
"피카소소극장","1관","109","2","13","133","2020-2"
"대학로아트원씨어터","1관","365","1","72","11678","2020-2"
"대학로아트원씨어터","2관","250","1","108","19265","2020-2"
"대학로아트원씨어터","3관","158","0","73","3941","2020-2"
"콘텐츠박스(구. 르메이에르 씨어터)","콘텐츠박스(구. 르메이에르 씨어터)","197","0","162","4837","2020-2"
"신한pLay 스퀘어 (구. 신한카드 판스퀘어)","라이브홀","424","2","4","856","2020-2"
"신한pLay 스퀘어 (구. 신한카드 판스퀘어)","드림홀","299","1","56","2239","2020-2"
"하람홀","하람홀","189","0","0","0","2020-2"
"다온홀","다온홀","318","0","0","0","2020-2"
"명보아트홀","가온홀","333","0","1","2","2020-2"
"명보아트홀","라온홀","334","0","8","12","2020-2"
"와일드와일드 전용관","와일드와일드 전용관","294","0","0","0","2020-2"
"남산예술센터 (폐관)","드라마센터 (폐관)","356","1","6","22","2020-2"
"소극장 혜화당(구. 까망소극장)","소극장 혜화당(구. 까망소극장)","105","6","43","285","2020-2"
"동양예술극장(구. 아트센터K)","1관(네모극장)","221","0","26","5134","2020-2"
"동양예술극장(구. 아트센터K)","3관(세모극장)","162","2","28","1481","2020-2"
"2관(동그라미극장)","2관(동그라미극장)","200","0","0","0","2020-2"
